Phone timestamp;RR-interval [ms]
2026-03-23T18:15:31.627;393
2026-03-23T18:15:32.020;385
2026-03-23T18:15:32.405;388
2026-03-23T18:15:32.793;392
2026-03-23T18:15:33.185;394
2026-03-23T18:15:33.579;395
2026-03-23T18:15:33.974;390
2026-03-23T18:15:34.364;390
2026-03-23T18:15:34.754;394
2026-03-23T18:15:35.148;392
2026-03-23T18:15:35.540;391
2026-03-23T18:15:35.931;393
2026-03-23T18:15:36.324;393
2026-03-23T18:15:36.717;394
2026-03-23T18:15:37.111;393
2026-03-23T18:15:37.504;395
2026-03-23T18:15:37.899;399
2026-03-23T18:15:38.298;398
2026-03-23T18:15:38.696;401
2026-03-23T18:15:39.097;396
2026-03-23T18:15:39.493;402
2026-03-23T18:15:39.895;402
2026-03-23T18:15:40.297;404
2026-03-23T18:15:40.701;402
2026-03-23T18:15:41.103;403
2026-03-23T18:15:41.506;398
2026-03-23T18:15:41.904;402
2026-03-23T18:15:42.306;411
2026-03-23T18:15:42.717;404
2026-03-23T18:15:43.121;404
2026-03-23T18:15:43.525;398
2026-03-23T18:15:43.923;402
2026-03-23T18:15:44.325;407
2026-03-23T18:15:44.732;404
2026-03-23T18:15:45.136;403
2026-03-23T18:15:45.539;406
2026-03-23T18:15:45.945;403
2026-03-23T18:15:46.348;408
2026-03-23T18:15:46.756;411
2026-03-23T18:15:47.167;410
2026-03-23T18:15:47.577;409
2026-03-23T18:15:47.986;408
2026-03-23T18:15:48.394;414
2026-03-23T18:15:48.808;410
2026-03-23T18:15:49.218;409
2026-03-23T18:15:49.627;408
2026-03-23T18:15:50.035;407
2026-03-23T18:15:50.442;411
2026-03-23T18:15:50.853;414
2026-03-23T18:15:51.267;410
2026-03-23T18:15:51.677;408
2026-03-23T18:15:52.085;415
2026-03-23T18:15:52.500;423
2026-03-23T18:15:52.923;419
2026-03-23T18:15:53.342;423
2026-03-23T18:15:53.765;419
2026-03-23T18:15:54.184;421
2026-03-23T18:15:54.605;430
2026-03-23T18:15:55.035;425
2026-03-23T18:15:55.460;429
2026-03-23T18:15:55.889;430
2026-03-23T18:15:56.319;437
2026-03-23T18:15:56.756;440
2026-03-23T18:15:57.196;441
2026-03-23T18:15:57.637;453
2026-03-23T18:15:58.090;450
2026-03-23T18:15:58.540;457
2026-03-23T18:15:58.997;458
2026-03-23T18:15:59.455;461
2026-03-23T18:15:59.916;476
2026-03-23T18:16:00.392;484
2026-03-23T18:16:00.876;497
2026-03-23T18:16:01.373;605
2026-03-23T18:16:01.978;631
2026-03-23T18:16:02.609;622
2026-03-23T18:16:03.231;960
2026-03-23T18:16:04.191;456
2026-03-23T18:16:04.647;742
2026-03-23T18:16:05.389;590
2026-03-23T18:16:05.979;436
2026-03-23T18:16:06.415;424
2026-03-23T18:16:06.839;849
2026-03-23T18:16:07.688;418
2026-03-23T18:16:08.106;414
2026-03-23T18:16:08.520;424
