Phone timestamp;RR-interval [ms]
2026-04-07T15:41:55.050;786
2026-04-07T15:41:55.836;461
2026-04-07T15:41:56.297;1047
2026-04-07T15:41:57.344;714
2026-04-07T15:41:58.058;712
2026-04-07T15:41:58.770;719
2026-04-07T15:41:59.489;716
2026-04-07T15:42:00.205;685
2026-04-07T15:42:00.890;676
2026-04-07T15:42:01.566;673
2026-04-07T15:42:02.239;450
2026-04-07T15:42:02.689;342
2026-04-07T15:42:03.031;909
2026-04-07T15:42:03.940;1145
2026-04-07T15:42:05.085;966
2026-04-07T15:42:06.051;565
2026-04-07T15:42:06.616;2624
2026-04-07T15:42:04.945;444
2026-04-07T15:42:05.389;417
2026-04-07T15:42:05.806;1776
2026-04-07T15:42:07.582;271
2026-04-07T15:42:07.853;1090
2026-04-07T15:42:08.943;2914
2026-04-07T15:42:07.562;1380
2026-04-07T15:42:08.942;674
2026-04-07T15:42:09.616;656
2026-04-07T15:42:10.272;648
2026-04-07T15:42:10.920;646
2026-04-07T15:42:11.566;642
2026-04-07T15:42:12.208;634
2026-04-07T15:42:12.842;640
2026-04-07T15:42:13.482;642
2026-04-07T15:42:14.124;658
2026-04-07T15:42:14.782;659
2026-04-07T15:42:15.441;671
2026-04-07T15:42:16.112;683
2026-04-07T15:42:16.795;680
2026-04-07T15:42:17.475;677
2026-04-07T15:42:18.152;685
2026-04-07T15:42:18.837;673
2026-04-07T15:42:19.510;661
2026-04-07T15:42:20.171;649
2026-04-07T15:42:20.820;273
2026-04-07T15:42:21.093;366
2026-04-07T15:42:21.459;634
2026-04-07T15:42:22.093;1286
2026-04-07T15:42:23.379;647
2026-04-07T15:42:24.026;647
2026-04-07T15:42:24.673;645
2026-04-07T15:42:25.318;642
2026-04-07T15:42:25.960;640
2026-04-07T15:42:26.600;641
2026-04-07T15:42:27.241;640
2026-04-07T15:42:27.881;642
2026-04-07T15:42:28.523;628
2026-04-07T15:42:29.151;623
2026-04-07T15:42:29.774;627
2026-04-07T15:42:30.401;616
2026-04-07T15:42:31.017;623
2026-04-07T15:42:31.640;630
2026-04-07T15:42:32.270;633
2026-04-07T15:42:32.903;279
2026-04-07T15:42:33.182;983
2026-04-07T15:42:34.165;620
2026-04-07T15:42:34.785;612
2026-04-07T15:42:35.397;613
2026-04-07T15:42:36.010;607
2026-04-07T15:42:36.617;610
2026-04-07T15:42:37.227;606
2026-04-07T15:42:37.833;604
2026-04-07T15:42:38.437;603
2026-04-07T15:42:39.040;605
2026-04-07T15:42:39.645;608
2026-04-07T15:42:40.253;616
2026-04-07T15:42:40.869;624
2026-04-07T15:42:41.493;638
2026-04-07T15:42:42.131;679
2026-04-07T15:42:42.810;674
2026-04-07T15:42:43.484;669
2026-04-07T15:42:44.153;645
2026-04-07T15:42:44.798;630
2026-04-07T15:42:45.428;645
2026-04-07T15:42:46.073;643
2026-04-07T15:42:46.716;658
2026-04-07T15:42:47.374;653
2026-04-07T15:42:48.027;661
2026-04-07T15:42:48.688;656
2026-04-07T15:42:49.344;645
2026-04-07T15:42:49.989;647
2026-04-07T15:42:50.636;632
