Phone timestamp;RR-interval [ms]
2026-04-07T18:00:28.060;386
2026-04-07T18:00:28.446;386
2026-04-07T18:00:28.832;389
2026-04-07T18:00:29.221;387
2026-04-07T18:00:29.608;389
2026-04-07T18:00:29.997;386
2026-04-07T18:00:30.383;391
2026-04-07T18:00:30.774;389
2026-04-07T18:00:31.163;392
2026-04-07T18:00:31.555;386
2026-04-07T18:00:31.941;390
2026-04-07T18:00:32.331;386
2026-04-07T18:00:32.717;389
2026-04-07T18:00:33.106;388
2026-04-07T18:00:33.494;386
2026-04-07T18:00:33.880;391
2026-04-07T18:00:34.271;387
2026-04-07T18:00:34.658;387
2026-04-07T18:00:35.045;391
2026-04-07T18:00:35.436;387
2026-04-07T18:00:35.823;385
2026-04-07T18:00:36.208;390
2026-04-07T18:00:36.598;388
2026-04-07T18:00:36.986;385
2026-04-07T18:00:37.371;389
2026-04-07T18:00:37.760;386
2026-04-07T18:00:38.146;385
2026-04-07T18:00:38.531;387
2026-04-07T18:00:38.918;386
2026-04-07T18:00:39.304;386
2026-04-07T18:00:39.690;386
2026-04-07T18:00:40.076;389
2026-04-07T18:00:40.465;384
2026-04-07T18:00:40.849;385
2026-04-07T18:00:41.234;388
2026-04-07T18:00:41.622;379
2026-04-07T18:00:42.001;387
2026-04-07T18:00:42.388;384
2026-04-07T18:00:42.772;385
2026-04-07T18:00:43.157;385
2026-04-07T18:00:43.542;389
2026-04-07T18:00:43.931;382
2026-04-07T18:00:44.313;390
2026-04-07T18:00:44.703;383
2026-04-07T18:00:45.086;383
2026-04-07T18:00:45.469;387
2026-04-07T18:00:45.856;384
2026-04-07T18:00:46.240;385
2026-04-07T18:00:46.625;386
2026-04-07T18:00:47.011;391
2026-04-07T18:00:47.402;385
2026-04-07T18:00:47.787;388
2026-04-07T18:00:48.175;390
2026-04-07T18:00:48.565;387
2026-04-07T18:00:48.952;389
2026-04-07T18:00:49.341;388
2026-04-07T18:00:49.729;389
2026-04-07T18:00:50.118;388
2026-04-07T18:00:50.506;388
2026-04-07T18:00:50.894;391
2026-04-07T18:00:51.285;390
2026-04-07T18:00:51.675;390
2026-04-07T18:00:52.065;393
2026-04-07T18:00:52.458;386
2026-04-07T18:00:52.844;390
2026-04-07T18:00:53.234;390
2026-04-07T18:00:53.624;387
2026-04-07T18:00:54.011;388
2026-04-07T18:00:54.399;385
2026-04-07T18:00:54.784;391
2026-04-07T18:00:55.175;392
2026-04-07T18:00:55.567;388
2026-04-07T18:00:55.955;384
2026-04-07T18:00:56.339;389
2026-04-07T18:00:56.728;777
2026-04-07T18:00:57.505;391
2026-04-07T18:00:57.896;392
2026-04-07T18:00:58.288;384
2026-04-07T18:00:58.672;392
2026-04-07T18:00:59.064;392
2026-04-07T18:00:59.456;386
2026-04-07T18:00:59.842;389
2026-04-07T18:01:00.231;385
2026-04-07T18:01:00.616;390
2026-04-07T18:01:01.006;391
2026-04-07T18:01:01.397;390
2026-04-07T18:01:01.787;387
2026-04-07T18:01:02.174;388
2026-04-07T18:01:02.562;388
2026-04-07T18:01:02.950;390
2026-04-07T18:01:03.340;385
2026-04-07T18:01:03.725;384
2026-04-07T18:01:04.109;390
2026-04-07T18:01:04.499;388
2026-04-07T18:01:04.887;387
2026-04-07T18:01:05.274;599
2026-04-07T18:01:05.873;303
2026-04-07T18:01:06.176;306
2026-04-07T18:01:06.482;1054
2026-04-07T18:01:07.536;386
2026-04-07T18:01:07.922;771
2026-04-07T18:01:08.693;383
2026-04-07T18:01:09.076;383
2026-04-07T18:01:09.459;384
2026-04-07T18:01:09.843;383
2026-04-07T18:01:10.226;770
2026-04-07T18:01:10.996;384
2026-04-07T18:01:11.380;387
