t_offset_ms,bpm,breathing_rpm
2133118,148,
2134076,148,
2135036,148,
2135995,148,
2136955,148,
2138401,148,
2139356,148,
2140317,148,
2141276,148,
2142237,148,
2143198,148,
2144157,148,
2145116,148,
2146079,148,
2147036,148,
2147993,148,
2148956,148,
2150397,148,
2151357,148,
2152315,148,
2153277,148,
2154235,148,
2155197,148,
2156156,148,
2157120,148,
2158076,148,
2159037,148,
2159995,148,
2160956,148,
2162395,148,
2163357,149,
2164317,149,
2165275,148,
2167197,149,
2167203,149,
2168156,149,
2169118,149,
2170077,149,
2171035,149,
2171996,149,
2172956,148,
2174400,149,
2175356,149,
2176314,148,
2177275,148,
2178236,149,
2179193,148,
2180157,148,
2181116,148,
2182075,148,
2183036,147,
2183995,147,
2184957,147,
2186397,147,
2187360,147,
2188316,147,
2189276,147,
2190239,147,
2191197,146,
2192155,146,
2193116,147,
2194077,146,
2195036,146,
2195997,145,
2197915,145,
2198395,145,
2199357,145,
2200315,145,
2201276,145,
2202236,145,
2203196,144,
2204157,144,
2205116,145,
2206078,144,
2207034,144,
2207997,144,
2208952,144,
2210395,144,
2211356,144,
2212317,144,
2213279,144,
2214236,145,
2215675,144,
2216154,144,
2217120,144,
2218075,144,
2219037,144,
2219997,144,
2220956,145,
2222397,145,
2223356,145,
2224313,145,
2225277,144,
2226236,144,
2227193,144,
2228153,144,
2229116,144,
2230076,143,
2231037,143,
2231993,143,
2233916,143,
2234396,143,
2235356,143,
2236316,143,
2237276,144,
2238236,144,
2239199,144,
2240157,145,
2241116,145,
2242075,145,
2243998,146,
2244001,146,
2244957,146,
2246396,146,
2247357,146,
2248315,146,
2249275,146,
2250238,146,
2251196,146,
2252157,146,
2253117,146,
2254078,146,
2255036,146,
2255996,146,
2256957,146,
2258395,146,
2259356,146,
2260316,146,
2261278,146,
2262236,146,
2263197,146,
2264156,147,
2265117,146,
2266076,146,
2267037,146,
2267996,147,
2268953,147,
2270400,147,
2271355,147,
2272317,146,
2273276,147,
2274235,147,
2275196,147,
2276155,146,
2277120,147,
2278077,147,
2279041,147,
2279995,147,
2280957,147,
2282396,147,
2283357,147,
2284315,147,
2285276,147,
2286237,147,
2287196,147,
2288156,148,
2289115,148,
2290077,147,
2291036,147,
2291996,148,
2293915,148,
2294397,148,
2295358,148,
2296317,148,
2297275,148,
2298236,147,
2299194,148,
2300156,148,
2301117,147,
2302073,147,
2303037,148,
2303996,148,
2304957,148,
2306396,148,
2307358,149,
2308315,149,
2309277,148,
2310237,148,
2311197,149,
2312156,149,
2313116,149,
2314077,149,
2315037,149,
2315997,149,
2316957,149,
2318397,149,
2319357,149,
2320317,149,
2321275,149,
2322240,149,
2323195,149,
2324156,149,
2325115,149,
2326077,149,
2327036,149,
2327996,149,
2329916,149,
2330399,149,
2331356,149,
2332317,149,
2333277,149,
2334238,149,
2335196,149,
2336157,149,
2337116,149,
2338076,150,
2339035,150,
2339997,150,
2340955,150,
2342397,150,
2343356,149,
2344317,149,
2345276,149,
2346238,149,
2348160,149,
2348164,149,
2349116,149,
2350075,149,
2351037,149,
2351995,149,
2352956,149,
2354396,149,
2355358,148,
2356314,148,
2357276,148,
2358236,148,
2359193,148,
2360155,148,
2361117,148,
2362075,147,
2363033,146,
2363996,146,
2364956,146,
2366397,146,
2367355,145,
2368316,145,
2369276,145,
2370237,145,
2371197,145,
2372155,145,
2373117,145,
2374077,145,
2375035,146,
2376957,146,
2376959,146,
2378397,146,
2379356,146,
2380316,146,
2381276,146,
2382236,147,
2383193,147,
2384153,147,
2385113,147,
2386073,147,
2387036,147,
2387995,147,
2388955,148,
2390396,147,
2391355,146,
2392316,145,
2393276,145,
2394236,145,
2395197,144,
2396154,145,
2397117,145,
2398077,144,
2399036,145,
2399995,145,
2400957,145,
2402396,145,
2403357,145,
2404317,145,
2405276,145,
2406237,145,
2407196,145,
2409117,145,
2409122,145,
2410075,145,
2411037,144,
2411996,144,
2413916,144,
2414397,144,
2415356,144,
2416316,144,
2417277,143,
2418235,144,
2419197,143,
2420156,143,
2421117,143,
2422076,143,
2423995,143,
2423999,143,
2424956,143,
2426395,143,
2427356,143,
2428316,143,
2429277,143,
2430236,144,
2431195,143,
2432156,144,
2433116,144,
2434075,144,
2435037,144,
2435995,144,
2436960,144,
2438395,144,
2439356,144,
2440315,144,
2441278,144,
2442236,145,
2443195,145,
2444157,145,
2445115,145,
2446077,145,
2447036,145,
2447997,145,
2448953,144,
2450395,144,
2451356,144,
2452317,144,
2453276,144,
2454236,144,
2455196,144,
2456157,144,
2457116,144,
2458076,144,
2459036,144,
2459995,144,
2461916,144,
2462397,144,
2463355,144,
2464317,144,
2465276,144,
2466236,144,
2467197,144,
2468156,144,
2469118,144,
2471036,144,
2471039,144,
2471997,144,
2472956,145,
2474396,145,
2475353,145,
2476317,145,
2477276,146,
2478237,146,
2479197,146,
2480155,146,
2481116,146,
2482076,146,
2483996,146,
2484000,147,
2484957,147,
2486396,147,
2487356,147,
2488316,147,
2489275,146,
2490236,147,
2491196,147,
2492156,147,
2493116,147,
2494076,147,
2495036,147,
2495996,147,
2496956,147,
2498396,147,
2499356,147,
2500316,147,
2501277,147,
2502237,148,
2503197,148,
2504156,148,
2505117,148,
2506075,149,
2507037,149,
2508956,149,
2508962,150,
2510397,150,
2511356,150,
2512317,150,
2513277,151,
2514235,151,
2515197,151,
2516156,151,
2517117,152,
2519036,152,
2519039,152,
2519997,152,
2520956,153,
2522400,153,
2523355,153,
2524319,153,
2525275,154,
2526237,154,
2527195,155,
2528157,154,
2529116,155,
2530079,155,
2531033,155,
2531996,156,
2533913,156,
2534396,156,
2535356,156,
2536317,156,
2537275,155,
2538237,155,
2539195,155,
2540154,155,
2541116,156,
2542075,156,
2543036,155,
2543995,155,
2544955,156,
2546397,156,
2547355,157,
2548318,156,
2549276,157,
2550236,158,
2551195,158,
2553120,158,
2553124,158,
2554077,157,
2555995,157,
2555999,157,
2556957,157,
2558396,157,
2559356,158,
2560315,157,
2561278,158,
2562234,158,
2563198,159,
2564155,159,
2565117,158,
2566073,158,
2567033,158,
2568955,158,
2568956,158,
2570395,157,
2571356,158,
2572315,158,
2573754,159,
2574237,158,
2575195,158,
2576158,158,
2577116,158,
2578077,158,
2579037,158,
2580477,158,
2580956,158,
2582399,157,
2583358,157,
2584316,157,
2585277,157,
2586238,157,
2587197,157,
2588156,157,
2589119,156,
2590075,156,
2591037,156,
2591996,156,
2593915,156,
2594396,156,
2595357,155,
2596317,155,
2597275,154,
2598237,154,
2599197,153,
2600155,153,
2601117,154,
2603036,154,
2603042,153,
2603995,153,
2604956,153,
2606395,154,
2607356,154,
2608315,153,
2609276,153,
2610236,152,
2611196,152,
2613116,152,
2613119,152,
2614076,151,
2615036,151,
2615997,150,
2616957,150,
2618397,150,
2619355,149,
2620316,148,
2621278,148,
2622236,148,
2623197,147,
2624155,147,
2625117,146,
2626076,146,
2627036,145,
2628953,144,
2628954,144,
2630393,144,
2631357,143,
2632316,143,
2633277,143,
2634301,142,
2635212,142,
2636167,141,
2637179,141,
2638117,140,
2639127,140,
2640973,139,
2640976,139,
2642457,138,
2643423,137,
2644387,137,
2645343,137,
2646296,136,
2647252,136,
2648213,135,
2650136,135,
2650138,134,
2651094,134,
2652059,132,
2653029,131,
2654457,130,
2655358,129,
2656313,129,
2657346,128,
2658299,127,
2659275,126,
2660213,125,
2661179,125,
2662143,124,
2663076,124,
2664055,124,
2664971,123,
2666459,123,
2667420,123,
2668385,123,
2669339,122,
2670299,122,
2671258,122,
2673179,122,
2673180,122,
2674143,122,
2675100,121,
2676064,121,
2677020,120,
2678457,120,
2679420,120,
2680383,120,
2681280,120,
2682283,120,
2683236,120,
2684173,120,
2685183,120,
2686094,119,
2688056,119,
2688057,118,
2688994,118,
2690463,118,
2691427,118,
2692385,117,
2693333,117,
2694297,116,
2695260,116,
2697172,116,
2697173,116,
2698134,116,
2699094,116,
2700054,117,
2701016,117,
2702450,117,
2703414,117,
2704380,117,
2705339,117,
2706242,117,
2707200,117,
2708156,117,
2709173,117,
2710079,117,
2711054,117,
2711997,117,
2713976,117,
2714455,117,
2715361,117,
2716374,117,
2717333,117,
2718239,116,
2719260,116,
2720223,116,
2721185,116,
2722137,116,
2723121,117,
2724066,117,
2725023,117,
2726463,117,
2727415,117,
2728380,117,
2729341,117,
2730292,118,
2731261,118,
2732213,118,
2733156,118,
2735038,118,
2735042,118,
2736013,117,
2737012,117,
2738458,117,
2739422,116,
2740383,116,
2741280,115,
2742296,115,
2743228,115,
2744174,114,
2745176,115,
2746140,115,
2747052,115,
2748056,115,
2749029,114,
2750440,114,
2751422,113,
2752378,113,
2753293,113,
2754307,113,
2755264,113,
2756220,113,
2757133,112,
2758094,112,
2759050,112,
2760010,112,
2761007,112,
2762410,112,
2763370,113,
2764330,112,
2765284,112,
2766254,112,
2767213,112,
2768174,112,
2769135,112,
2770094,111,
2771054,110,
2772013,110,
2772961,109,
2774452,110,
2775397,110,
2776381,110,
2777333,111,
2778295,111,
2779258,111,
2780216,111,
2782138,111,
2782139,111,
2783102,111,
2784061,111,
2785019,111,
2786453,110,
2787415,110,
2788374,110,
2789341,110,
2790295,110,
2791252,110,
2792223,110,
2793180,110,
2794137,109,
2795096,109,
2796057,109,
2797016,110,
2798452,110,
2799419,110,
2800374,110,
2801337,110,
2802244,110,
2803256,110,
2804215,110,
2805172,110,
2806139,111,
2807106,111,
2808070,112,
2809019,112,
2810463,112,
2811421,112,
2812376,112,
2813336,112,
2814308,110,
2815256,109,
2816219,108,
2817177,108,
2818137,108,
2820047,108,
2820048,109,
2821017,109,
2822459,109,
2823420,108,
2824379,108,
2825338,108,
2826301,108,
2827269,108,
2829180,107,
2829181,107,
2830088,106,
2831103,106,
2832063,105,
2833023,106,
2834462,106,
2835419,106,
2836379,107,
2837337,108,
2838301,108,
2839265,109,
2840219,110,
2841180,110,
2842140,111,
2843104,111,
2844052,110,
2845014,110,
2846459,110,
2847406,110,
2848375,110,
2849338,110,
2850303,110,
2851261,110,
2853133,110,
2853135,109,
2854095,108,
2855054,107,
2856014,107,
2856975,107,
2858458,107,
2859415,107,
2860374,107,
2861337,107,
2862304,107,
2863265,107,
2864189,107,
2865135,108,
2867056,109,
2867058,109,
2868015,109,
2868975,110,
2870461,109,
2871413,109,
2872378,108,
2873326,108,
2874294,108,
2875262,108,
2876224,108,
2877170,109,
2878118,108,
2879054,107,
2880014,107,
2880974,107,
2882415,107,
2883362,107,
2884335,108,
2885342,108,
2886312,107,
2887260,106,
2888254,106,
2889180,106,
2890137,106,
2891107,106,
2892065,106,
2893026,106,
2894411,106,
2895362,106,
2896379,106,
2897345,106,
2898296,105,
2899266,104,
2900237,104,
2901230,103,
2902097,104,
2903054,104,
2904011,105,
2905023,105,
2906413,105,
2907355,105,
2908316,105,
2909294,105,
2910255,106,
2911271,107,
2913191,108,
2913192,109,
2914140,109,
2915104,109,
2916078,109,
2917026,109,
2918463,108,
2919426,107,
2920375,106,
2921343,105,
2922241,105,
2923213,105,
2924177,105,
2925135,106,
2926092,107,
2927041,107,
2927995,107,
2928971,108,
2930397,108,
2931358,107,
2932314,107,
2933291,107,
2934252,108,
2935199,108,
2936212,108,
2937184,107,
2938074,107,
2939037,107,
2940011,107,
2940971,107,
2942394,107,
2943356,107,
2944330,107,
2945290,107,
2946241,107,
