t_offset_ms,rr_interval_ms,bpm_instantane
1071529,425,141
1071954,428,140
1072382,429,140
1072811,425,141
1073236,430,140
1073666,427,141
1074093,426,141
1074519,426,141
1074945,432,139
1075377,427,141
1075804,430,140
1076234,429,140
1076663,426,141
1077089,430,140
1077519,430,140
1077949,426,141
1078375,428,140
1078803,426,141
1079229,427,141
1079656,428,140
1080084,429,140
1080513,429,140
1080942,423,142
1081365,430,140
1081795,427,141
1082222,426,141
1082648,430,140
1083078,427,141
1083505,426,141
1083931,423,142
1084354,428,140
1084782,427,141
1085209,425,141
1085634,429,140
1086063,423,142
1086486,424,142
1086910,429,140
1087339,425,141
1087764,426,141
1088190,424,142
1088614,430,140
1089044,421,143
1089465,425,141
1089890,431,139
1090321,424,142
1090745,424,142
1091169,425,141
1091594,424,142
1092018,429,140
1092447,424,142
1092871,425,141
1093296,424,142
1093720,425,141
1094145,429,140
1094574,424,142
1094998,425,141
1095423,425,141
1095848,421,143
1096269,423,142
1096692,426,141
1097118,426,141
1097544,421,143
1097965,423,142
1098388,422,142
1098810,423,142
1099233,422,142
1099655,422,142
1100077,426,141
1100503,423,142
1100926,420,143
1101346,423,142
1101769,424,142
1102193,425,141
1102618,424,142
1103042,424,142
1103466,422,142
1103888,428,140
1104316,425,141
1104741,424,142
1105165,426,141
1105591,425,141
1106016,423,142
1106439,433,139
1106872,424,142
1107296,429,140
1107725,425,141
1108150,426,141
1108576,432,139
1109008,424,142
1109432,430,140
1109862,428,140
1110290,425,141
1110715,428,140
1111143,425,141
1111568,430,140
1111998,426,141
1112424,426,141
1112850,427,141
1113277,423,142
1113700,430,140
1114130,423,142
1114553,425,141
1114978,426,141
1115404,425,141
1115829,428,140
1116257,429,140
1116686,426,141
1117112,426,141
1117538,429,140
1117967,428,140
1118395,427,141
1118822,431,139
1119253,426,141
1119679,424,142
1120103,423,142
1120526,427,141
1120953,426,141
1121379,424,142
1121803,426,141
1122229,423,142
1122652,422,142
1123074,425,141
1123499,426,141
1123925,428,140
1124353,426,141
1124779,423,142
1125202,423,142
1125625,426,141
1126051,429,140
1126480,427,141
1126907,426,141
1127333,422,142
1127755,425,141
1128180,427,141
1128607,424,142
1129031,423,142
1129454,423,142
1129877,427,141
1130304,422,142
1130726,425,141
1131151,428,140
1131579,423,142
1132002,424,142
1132426,421,143
1132847,426,141
1133273,425,141
1133698,426,141
1134124,425,141
1134549,426,141
1134975,423,142
1135398,425,141
1135823,426,141
1136249,428,140
1136677,424,142
1137101,423,142
1137524,422,142
1137946,427,141
1138373,423,142
1138796,425,141
1139221,423,142
1139644,420,143
1140064,424,142
1140488,424,142
1140912,419,143
1141331,426,141
1141757,423,142
1142180,425,141
1142605,419,143
1143024,424,142
1143448,425,141
1143873,423,142
1144296,423,142
1144719,422,142
1145141,420,143
1145561,424,142
1145985,425,141
1146410,421,143
1146831,426,141
1147257,419,143
1147676,418,144
1148094,423,142
1148517,424,142
1148941,420,143
1149361,422,142
1149783,420,143
1150203,419,143
1150622,418,144
1151040,423,142
1151463,425,141
1151888,419,143
1152307,420,143
1152727,420,143
1153147,421,143
1153568,422,142
1153990,424,142
1154414,423,142
1154837,418,144
1155255,423,142
1155678,419,143
1156097,422,142
1156519,426,141
1156945,420,143
1157365,418,144
1157783,418,144
1158201,419,143
1158620,419,143
1159039,423,142
1159462,418,144
1159880,419,143
1160299,421,143
1160720,416,144
1161136,421,143
1161557,420,143
1161977,420,143
1162397,421,143
1162818,416,144
1163234,416,144
1163650,420,143
1164070,422,142
1164492,420,143
1164912,420,143
1165332,418,144
1165750,415,145
1166165,423,142
1166588,420,143
1167008,416,144
1167424,417,144
1167841,417,144
1168258,419,143
1168677,421,143
1169098,417,144
1169515,424,142
1169939,422,142
1170361,416,144
1170777,419,143
1171196,847,71
1172043,416,144
1172459,424,142
1172883,417,144
1173300,421,143
1173721,420,143
1174141,423,142
1174564,418,144
1174982,419,143
1175401,422,142
1175823,420,143
1176243,839,72
1177082,421,143
1177503,420,143
1177923,418,144
1178341,421,143
1178762,424,142
1179186,420,143
1179606,424,142
1180030,423,142
1180453,418,144
1180871,422,142
1181293,423,142
1181716,422,142
1182138,421,143
1182559,423,142
1182982,420,143
1183402,420,143
1183822,421,143
1184243,425,141
1184668,422,142
1185090,419,143
1185509,421,143
1185930,420,143
1186350,423,142
1186773,420,143
1187193,420,143
1187613,421,143
1188034,419,143
1188453,420,143
1188873,420,143
1189293,425,141
1189718,418,144
1190136,423,142
1190559,424,142
1190983,411,146
1191394,426,141
1191820,269,223
1192089,565,106
1192654,422,142
1193076,834,72
1193910,422,142
1194332,254,236
1194586,589,102
1195175,418,144
1195593,417,144
1196010,425,141
1196435,301,199
1196736,359,167
1197095,605,99
1197700,819,73
1198519,875,69
1199394,847,71
1200241,418,144
1200659,423,142
1201082,850,71
1201932,421,143
1202353,270,222
1202623,2313,26
1200641,497,121
1201138,265,226
1201403,330,182
1201733,328,183
1202061,329,182
1202390,974,62
1203364,5722,10
1204791,423,142
1205214,430,140
1205644,418,144
1206062,844,71
1206906,423,142
1207329,433,139
1207762,425,141
1208187,429,140
1208616,416,144
1209032,422,142
1209454,422,142
1209876,420,143
1210296,424,142
1210720,841,71
1211561,418,144
1211979,350,171
1212329,918,65
1213247,422,142
1213669,423,142
1214092,418,144
1214510,419,143
1214929,418,144
1215347,424,142
1215771,423,142
1216194,422,142
1216616,834,72
1217450,422,142
1217872,648,93
1218520,608,99
1219128,417,144
1219545,830,72
1220375,418,144
1220793,843,71
1221636,595,101
1222231,317,189
1222548,756,79
1223304,377,159
1223681,361,166
1224042,3979,15
1223726,570,105
1224296,569,105
1224865,1163,52
1226028,1313,46
1227341,1460,41
1228801,348,172
1229149,379,158
1229528,344,174
1229872,1896,32
1231768,311,193
1232079,1133,53
1233212,713,84
1233925,1394,43
1235319,372,161
1235691,343,175
1236034,796,75
1236830,2111,28
1238941,1432,42
1240373,710,85
1241083,696,86
1241779,479,125
1242258,950,63
1243208,392,153
1243600,972,62
1244572,1095,55
1245667,1436,42
1247103,1230,49
1248333,319,188
1248652,709,85
1249361,1452,41
1250813,1465,41
1252278,1712,35
1253990,488,123
1254478,1668,36
1256146,1101,54
1257247,3048,20
1256000,561,107
1256561,889,67
1257450,720,83
1258170,1430,42
1259600,737,81
1260337,740,81
1261077,716,84
1261793,2183,27
1259681,1435,42
1261116,731,82
1261847,815,74
1262662,603,100
1263265,1082,55
1264347,625,96
1264972,419,143
1265391,1347,45
1266738,793,76
1267531,2260,27
1265496,369,163
1265865,4158,14
1265728,304,197
1266032,1085,55
1267117,774,78
1267891,3760,16
1267356,425,141
1267781,422,142
1268203,418,144
1268621,425,141
1269046,420,143
1269466,408,147
1269874,436,138
1270310,417,144
1270727,425,141
1271152,424,142
1271576,422,142
1271998,421,143
1272419,424,142
1272843,419,143
1273262,422,142
1273684,424,142
1274108,420,143
1274528,422,142
1274950,422,142
1275372,415,145
1275787,422,142
1276209,422,142
1276631,420,143
1277051,419,143
1277470,423,142
1277893,420,143
1278313,417,144
1278730,420,143
1279150,421,143
1279571,420,143
1279991,416,144
1280407,421,143
1280828,418,144
1281246,420,143
1281666,424,142
1282090,415,145
1282505,418,144
1282923,420,143
1283343,419,143
1283762,417,144
1284179,422,142
1284601,421,143
1285022,418,144
1285440,419,143
1285859,417,144
1286276,418,144
1286694,422,142
1287116,419,143
1287535,422,142
1287957,417,144
1288374,416,144
1288790,527,114
1289317,994,60
1290311,327,183
1290638,1068,56
1291706,410,146
1292116,445,135
1292561,484,124
1293045,737,81
1293782,1017,59
1294799,644,93
1295443,413,145
1295856,412,146
1296268,412,146
1296680,410,146
1297090,832,72
1297922,347,173
1298269,479,125
1298748,805,75
1299553,433,139
1299986,420,143
1300406,406,148
1300812,410,146
1301222,413,145
1301635,407,147
1302042,826,73
1302868,408,147
1303276,415,145
1303691,410,146
1304101,409,147
1304510,407,147
1304917,315,190
1305232,913,66
1306145,407,147
1306552,402,149
1306954,401,150
1307355,411,146
1307766,407,147
1308173,820,73
1308993,411,146
1309404,404,149
1309808,404,149
1310212,813,74
1311025,555,108
1311580,266,226
1311846,408,147
1312254,407,147
1312661,405,148
1313066,370,162
1313436,451,133
1313887,409,147
1314296,407,147
1314703,412,146
1315115,407,147
1315522,409,147
1315931,412,146
1316343,408,147
1316751,410,146
1317161,407,147
1317568,407,147
1317975,405,148
1318380,407,147
1318787,416,144
1319203,817,73
1320020,408,147
1320428,410,146
1320838,404,149
1321242,408,147
1321650,413,145
1322063,406,148
1322469,409,147
1322878,406,148
1323284,406,148
1323690,410,146
1324100,408,147
1324508,406,148
1324914,413,145
1325327,406,148
1325733,405,148
1326138,409,147
1326547,405,148
1326952,409,147
1327361,409,147
1327770,406,148
1328176,405,148
1328581,404,149
1328985,404,149
1329389,405,148
1329794,409,147
1330203,407,147
1330610,405,148
1331015,404,149
1331419,403,149
1331822,407,147
1332229,401,150
1332630,815,74
1333445,812,74
1334257,402,149
1334659,455,132
1335114,349,172
1335463,813,74
1336276,403,149
1336679,554,108
1337233,2211,27
1335149,919,65
1336068,1600,38
1337668,542,111
1338210,516,116
1338726,1618,37
1340344,1329,45
1341673,1022,59
1342695,3899,15
1342299,403,149
1342702,407,147
1343109,407,147
1343516,404,149
1343920,401,150
1344321,406,148
1344727,404,149
1345131,402,149
1345533,422,142
1345955,392,153
1346347,408,147
1346755,400,150
1347155,403,149
1347558,406,148
1347964,402,149
1348366,406,148
1348772,407,147
1349179,402,149
1349581,398,151
1349979,406,148
1350385,405,148
1350790,401,150
1351191,403,149
1351594,402,149
1351996,401,150
1352397,398,151
1352795,402,149
1353197,400,150
1353597,402,149
1353999,404,149
1354403,400,150
1354803,402,149
1355205,399,150
1355604,397,151
1356001,401,150
1356402,401,150
1356803,400,150
1357203,400,150
1357603,402,149
1358005,396,152
1358401,397,151
1358798,398,151
1359196,400,150
1359596,400,150
1359996,400,150
1360396,400,150
1360796,396,152
1361192,401,150
1361593,396,152
1361989,395,152
1362384,399,150
1362783,396,152
1363179,401,150
1363580,398,151
1363978,396,152
1364374,394,152
1364768,398,151
1365166,396,152
1365562,395,152
1365957,399,150
1366356,394,152
1366750,399,150
1367149,398,151
1367547,390,154
1367937,395,152
1368332,398,151
1368730,393,153
1369123,396,152
1369519,400,150
1369919,393,153
1370312,396,152
1370708,395,152
1371103,392,153
1371495,391,153
1371886,397,151
1372283,393,153
1372676,393,153
1373069,397,151
1373466,395,152
1373861,392,153
1374253,391,153
1374644,395,152
1375039,392,153
1375431,391,153
1375822,395,152
1376217,393,153
1376610,394,152
1377004,394,152
1377398,394,152
1377792,390,154
1378182,391,153
1378573,391,153
1378964,394,152
1379358,390,154
1379748,392,153
1380140,399,150
1380539,388,155
1380927,394,152
1381321,392,153
1381713,387,155
1382100,389,154
1382489,393,153
1382882,389,154
1383271,392,153
1383663,395,152
1384058,391,153
1384449,394,152
1384843,392,153
1385235,388,155
1385623,391,153
1386014,390,154
1386404,387,155
1386791,394,152
1387185,391,153
1387576,388,155
1387964,396,152
1388360,389,154
1388749,392,153
1389141,391,153
1389532,390,154
1389922,387,155
1390309,390,154
1390699,385,156
1391084,395,152
1391479,390,154
1391869,389,154
1392258,394,152
1392652,390,154
1393042,392,153
1393434,389,154
1393823,390,154
1394213,386,155
1394599,392,153
1394991,387,155
1395378,390,154
1395768,394,152
1396162,388,155
1396550,391,153
1396941,392,153
1397333,387,155
1397720,387,155
1398107,388,155
1398495,389,154
1398884,393,153
1399277,385,156
1399662,390,154
1400052,393,153
1400445,389,154
1400834,393,153
1401227,391,153
1401618,387,155
1402005,389,154
1402394,388,155
1402782,387,155
1403169,391,153
1403560,387,155
1403947,390,154
1404337,391,153
1404728,391,153
1405119,394,152
1405513,391,153
1405904,393,153
1406297,389,154
1406686,390,154
1407076,388,155
1407464,394,152
1407858,389,154
1408247,390,154
1408637,395,152
1409032,389,154
1409421,394,152
1409815,565,106
1410380,609,99
1410989,444,135
1411433,333,180
1411766,391,153
1412157,388,155
1412545,392,153
1412937,391,153
1413328,1176,51
1414504,783,77
1415287,386,155
1415673,1724,35
1417397,957,63
1418354,438,137
1418792,3953,15
1418450,392,153
1418842,392,153
1419234,391,153
1419625,383,157
1420008,394,152
1420402,388,155
1420790,391,153
1421181,394,152
1421575,388,155
1421963,396,152
1422359,392,153
1422751,392,153
1423143,390,154
1423533,393,153
1423926,386,155
1424312,392,153
1424704,392,153
1425096,389,154
1425485,393,153
1425878,394,152
1426272,388,155
1426660,394,152
1427054,391,153
1427445,386,155
1427831,392,153
1428223,390,154
1428613,387,155
1429000,393,153
1429393,388,155
1429781,393,153
1430174,392,153
1430566,389,154
1430955,387,155
1431342,391,153
1431733,386,155
1432119,388,155
1432507,386,155
1432893,389,154
1433282,391,153
1433673,387,155
1434060,393,153
1434453,391,153
1434844,391,153
1435235,389,154
1435624,391,153
1436015,386,155
1436401,388,155
1436789,388,155
1437177,390,154
1437567,386,155
1437953,393,153
1438346,391,153
1438737,389,154
1439126,394,152
1439520,389,154
1439909,392,153
1440301,390,154
1440691,390,154
1441081,385,156
1441466,389,154
1441855,388,155
1442243,390,154
1442633,391,153
1443024,387,155
1443411,392,153
1443803,391,153
1444194,388,155
1444582,393,153
1444975,389,154
1445364,385,156
1445749,390,154
1446139,384,156
1446523,387,155
1446910,387,155
1447297,388,155
1447685,384,156
1448069,393,153
1448462,388,155
1448850,388,155
1449238,393,153
1449631,388,155
1450019,393,153
1450412,390,154
1450802,384,156
1451186,386,155
1451572,389,154
1451961,385,156
1452346,391,153
1452737,386,155
1453123,389,154
1453512,392,153
1453904,387,155
1454291,391,153
1454682,390,154
1455072,390,154
1455462,384,156
1455846,390,154
1456236,385,156
1456621,384,156
1457005,385,156
1457390,388,155
1457778,386,155
1458164,388,155
1458552,389,154
1458941,389,154
1459330,389,154
1459719,388,155
1460107,389,154
1460496,383,157
1460879,386,155
1461265,385,156
1461650,388,155
1462038,385,156
1462423,388,155
1462811,388,155
1463199,389,154
1463588,391,153
1463979,387,155
1464366,393,153
1464759,390,154
1465149,385,156
1465534,385,156
1465919,390,154
1466309,387,155
1466696,386,155
1467082,385,156
1467467,392,153
1467859,389,154
1468248,388,155
1468636,393,153
1469029,390,154
1469419,389,154
1469808,391,153
1470199,392,153
1470591,388,155
1470979,386,155
1471365,386,155
1471751,390,154
1472141,390,154
1472531,388,155
1472919,388,155
1473307,391,153
1473698,392,153
1474090,390,154
1474480,393,153
1474873,393,153
1475266,388,155
1475654,387,155
1476041,392,153
1476433,389,154
1476822,387,155
1477209,389,154
1477598,391,153
1477989,389,154
1478378,390,154
1478768,393,153
1479161,390,154
1479551,393,153
1479944,390,154
1480334,385,156
1480719,388,155
1481107,390,154
1481497,386,155
1481883,390,154
1482273,392,153
1482665,387,155
1483052,393,153
1483445,392,153
1483837,390,154
1484227,389,154
1484616,391,153
1485007,385,156
1485392,387,155
1485779,386,155
1486165,390,154
1486555,386,155
1486941,392,153
1487333,388,155
1487721,387,155
1488108,394,152
1488502,386,155
1488888,390,154
1489278,387,155
1489665,388,155
1490053,383,157
1490436,389,154
1490825,387,155
1491212,389,154
1491601,385,156
1491986,389,154
1492375,389,154
1492764,388,155
1493152,391,153
1493543,389,154
1493932,389,154
1494321,385,156
1494706,391,153
1495097,387,155
1495484,381,157
1495865,385,156
1496250,390,154
1496640,385,156
1497025,389,154
1497414,389,154
1497803,386,155
1498189,392,153
1498581,389,154
1498970,388,155
1499358,390,154
1499748,391,153
1500139,387,155
1500526,384,156
1500910,384,156
1501294,388,155
1501682,385,156
1502067,387,155
1502454,384,156
1502838,392,153
1503230,389,154
1503619,386,155
1504005,392,153
1504397,390,154
1504787,389,154
1505176,390,154
1505566,391,153
1505957,387,155
1506344,385,156
1506729,384,156
1507113,392,153
1507505,387,155
1507892,386,155
1508278,389,154
1508667,390,154
1509057,389,154
1509446,390,154
1509836,393,153
1510229,388,155
1510617,393,153
1511010,391,153
1511401,385,156
1511786,386,155
1512172,388,155
1512560,386,155
1512946,388,155
1513334,389,154
1513723,387,155
1514110,389,154
1514499,389,154
1514888,389,154
1515277,388,155
1515665,391,153
1516056,387,155
1516443,387,155
1516830,388,155
1517218,386,155
1517604,382,157
1517986,389,154
1518375,384,156
1518759,387,155
1519146,384,156
1519530,387,155
1519917,388,155
1520305,389,154
1520694,389,154
1521083,389,154
1521472,390,154
1521862,384,156
1522246,388,155
1522634,386,155
1523020,388,155
1523408,383,157
1523791,390,154
1524181,383,157
1524564,388,155
1524952,385,156
1525337,389,154
1525726,386,155
1526112,388,155
1526500,388,155
1526888,388,155
1527276,391,153
1527667,385,156
1528052,393,153
1528445,386,155
1528831,386,155
1529217,385,156
1529602,388,155
1529990,382,157
1530372,390,154
1530762,384,156
1531146,387,155
1531533,388,155
1531921,384,156
1532305,390,154
1532695,388,155
1533083,388,155
1533471,387,155
1533858,392,153
1534250,385,156
1534635,386,155
1535021,383,157
1535404,385,156
1535789,382,157
1536171,387,155
1536558,384,156
1536942,386,155
1537328,387,155
1537715,383,157
1538098,388,155
1538486,386,155
1538872,389,154
1539261,388,155
1539649,386,155
1540035,387,155
1540422,387,155
1540809,383,157
1541192,382,157
1541574,382,157
1541956,386,155
1542342,384,156
1542726,384,156
1543110,381,157
1543491,388,155
1543879,385,156
1544264,383,157
1544647,390,154
1545037,386,155
1545423,391,153
1545814,386,155
1546200,387,155
1546587,390,154
1546977,384,156
1547361,384,156
1547745,387,155
1548132,383,157
1548515,385,156
1548900,387,155
1549287,385,156
1549672,384,156
1550056,389,154
1550445,388,155
1550833,386,155
1551219,393,153
1551612,386,155
1551998,389,154
1552387,387,155
1552774,387,155
1553161,382,157
1553543,388,155
1553931,383,157
1554314,383,157
1554697,384,156
1555081,388,155
1555469,385,156
1555854,386,155
1556240,387,155
1556627,387,155
1557014,389,154
1557403,388,155
1557791,387,155
1558178,390,154
1558568,385,156
1558953,384,156
1559337,383,157
1559720,381,157
1560101,771,78
1560872,387,155
1561259,384,156
1561643,389,154
1562032,387,155
1562419,385,156
1562804,389,154
1563193,389,154
1563582,387,155
1563969,388,155
1564357,391,153
1564748,386,155
1565134,386,155
1565520,384,156
1565904,384,156
1566288,384,156
1566672,386,155
1567058,382,157
1567440,388,155
1567828,386,155
1568214,386,155
1568600,387,155
1568987,386,155
1569373,387,155
1569760,387,155
1570147,388,155
1570535,386,155
1570921,389,154
1571310,385,156
1571695,384,156
1572079,382,157
1572461,388,155
1572849,383,157
1573232,384,156
1573616,386,155
1574002,387,155
1574389,388,155
1574777,386,155
1575163,388,155
1575551,388,155
1575939,391,153
1576330,388,155
1576718,389,154
1577107,388,155
1577495,392,153
1577887,387,155
1578274,385,156
1578659,384,156
1579043,387,155
1579430,383,157
1579813,390,154
1580203,384,156
1580587,386,155
1580973,387,155
1581360,386,155
1581746,387,155
1582133,386,155
1582519,389,154
1582908,387,155
1583295,389,154
1583684,386,155
1584070,390,154
1584460,385,156
1584845,386,155
1585231,383,157
1585614,385,156
1585999,382,157
1586381,386,155
1586767,382,157
1587149,385,156
1587534,382,157
1587916,387,155
1588303,382,157
1588685,389,154
1589074,386,155
1589460,385,156
1589845,389,154
1590234,384,156
1590618,388,155
1591006,388,155
1591394,387,155
1591781,386,155
1592167,389,154
1592556,384,156
1592940,385,156
1593325,385,156
1593710,386,155
1594096,382,157
1594478,387,155
1594865,389,154
1595254,387,155
1595641,385,156
1596026,392,153
1596418,389,154
1596807,388,155
1597195,396,152
1597591,389,154
1597980,393,153
1598373,390,154
1598763,390,154
1599153,388,155
1599541,394,152
1599935,387,155
1600322,392,153
1600714,391,153
1601105,390,154
1601495,393,153
1601888,388,155
1602276,395,152
1602671,391,153
1603062,391,153
1603453,392,153
1603845,396,152
1604241,388,155
1604629,390,154
1605019,386,155
1605405,390,154
1605795,387,155
1606182,390,154
1606572,390,154
1606962,389,154
1607351,391,153
1607742,389,154
1608131,393,153
1608524,389,154
1608913,393,153
1609306,387,155
1609693,385,156
1610078,391,153
1610469,389,154
1610858,385,156
1611243,777,77
1612020,386,155
1612406,386,155
1612792,391,153
1613183,390,154
1613573,387,155
1613960,394,152
1614354,388,155
1614742,389,154
1615131,332,181
1615463,447,134
1615910,386,155
1616296,388,155
1616684,385,156
1617069,388,155
1617457,386,155
1617843,390,154
1618233,387,155
1618620,389,154
1619009,390,154
1619399,389,154
1619788,391,153
1620179,390,154
1620569,392,153
1620961,391,153
1621352,385,156
1621737,387,155
1622124,389,154
1622513,386,155
1622899,387,155
1623286,386,155
1623672,390,154
1624062,387,155
1624449,391,153
1624840,392,153
1625232,388,155
1625620,394,152
1626014,393,153
1626407,390,154
1626797,386,155
1627183,396,152
1627579,391,153
1627970,387,155
1628357,388,155
1628745,392,153
1629137,387,155
1629524,395,152
1629919,391,153
1630310,390,154
1630700,395,152
1631095,389,154
1631484,394,152
1631878,390,154
1632268,390,154
1632658,388,155
1633046,391,153
1633437,386,155
1633823,391,153
1634214,386,155
1634600,390,154
1634990,389,154
1635379,387,155
1635766,389,154
1636155,391,153
1636546,390,154
1636936,386,155
1637322,392,153
1637714,385,156
1638099,388,155
1638487,386,155
1638873,385,156
1639258,383,157
1639641,388,155
1640029,383,157
1640412,390,154
1640802,386,155
1641188,386,155
1641574,390,154
1641964,388,155
1642352,390,154
1642742,388,155
1643130,390,154
1643520,388,155
1643908,388,155
1644296,384,156
1644680,771,78
1645451,388,155
1645839,386,155
1646225,386,155
1646611,388,155
1646999,390,154
1647389,388,155
1647777,389,154
1648166,391,153
1648557,389,154
1648946,390,154
1649336,387,155
1649723,387,155
1650110,384,156
1650494,384,156
1650878,387,155
1651265,389,154
1651654,386,155
1652040,387,155
1652427,392,153
1652819,386,155
1653205,538,112
1653743,627,96
1654370,386,155
1654756,422,142
1655178,1130,53
1656308,778,77
1657086,392,153
1657478,390,154
1657868,386,155
1658254,388,155
1658642,387,155
1659029,385,156
1659414,384,156
1659798,391,153
1660189,386,155
1660575,387,155
1660962,392,153
1661354,389,154
1661743,388,155
1662131,392,153
1662523,390,154
1662913,386,155
1663299,388,155
1663687,387,155
1664074,384,156
1664458,385,156
1664843,389,154
1665232,390,154
1665622,385,156
1666007,391,153
1666398,388,155
1666786,391,153
1667177,389,154
1667566,392,153
1667958,387,155
1668345,390,154
1668735,385,156
1669120,386,155
1669506,386,155
1669892,388,155
1670280,385,156
1670665,392,153
1671057,388,155
1671445,389,154
1671834,392,153
1672226,387,155
1672613,391,153
1673004,391,153
1673395,391,153
1673786,390,154
1674176,389,154
1674565,386,155
1674951,386,155
1675337,385,156
1675722,387,155
1676109,386,155
1676495,775,77
1677270,390,154
1677660,391,153
1678051,388,155
1678439,393,153
1678832,389,154
1679221,390,154
1679611,393,153
1680004,391,153
1680395,390,154
1680785,390,154
1681175,386,155
1681561,390,154
1681951,385,156
1682336,390,154
1682726,387,155
1683113,393,153
1683506,388,155
1683894,390,154
1684284,392,153
1684676,388,155
1685064,394,152
1685458,390,154
1685848,391,153
1686239,390,154
1686629,389,154
1687018,386,155
1687404,389,154
1687793,387,155
1688180,385,156
1688565,388,155
1688953,390,154
1689343,388,155
1689731,462,130
1690193,319,188
1690512,391,153
1690903,394,152
1691297,391,153
1691688,390,154
1692078,393,153
1692471,392,153
1692863,391,153
1693254,388,155
1693642,390,154
1694032,390,154
1694422,390,154
1694812,442,136
1695254,1118,54
1696372,254,236
1696626,443,135
1697069,649,92
1697718,382,157
1698100,681,88
1698781,362,166
1699143,1954,31
1701097,392,153
1701489,389,154
1701878,394,152
1702272,392,153
1702664,395,152
1703059,394,152
1703453,392,153
1703845,396,152
1704241,390,154
1704631,395,152
1705026,392,153
1705418,390,154
1705808,391,153
1706199,392,153
1706591,390,154
1706981,395,152
1707376,393,153
1707769,394,152
1708163,396,152
1708559,392,153
1708951,397,151
1709348,396,152
1709744,397,151
1710141,393,153
1710534,391,153
1710925,391,153
1711316,393,153
1711709,391,153
1712100,396,152
1712496,394,152
1712890,395,152
1713285,398,151
1713683,395,152
1714078,396,152
1714474,398,151
1714872,395,152
1715267,392,153
1715659,396,152
1716055,394,152
1716449,393,153
1716842,393,153
1717235,396,152
1717631,396,152
1718027,395,152
1718422,397,151
1718819,397,151
1719216,398,151
1719614,396,152
1720010,396,152
1720406,394,152
1720800,396,152
1721196,392,153
1721588,396,152
1721984,396,152
1722380,396,152
1722776,399,150
1723175,395,152
1723570,402,149
1723972,396,152
1724368,397,151
1724765,397,151
1725162,396,152
1725558,393,153
1725951,397,151
1726348,392,153
1726740,396,152
1727136,396,152
1727532,395,152
1727927,398,151
1728325,396,152
1728721,397,151
1729118,399,150
1729517,396,152
1729913,396,152
1730309,396,152
1730705,392,153
1731097,395,152
1731492,395,152
1731887,395,152
1732282,393,153
1732675,398,151
1733073,395,152
1733468,396,152
1733864,399,150
1734263,396,152
1734659,399,150
1735058,396,152
1735454,394,152
1735848,395,152
1736243,394,152
1736637,391,153
1737028,397,151
1737425,395,152
1737820,396,152
1738216,396,152
1738612,396,152
1739008,400,150
1739408,393,153
1739801,397,151
1740198,395,152
1740593,394,152
1740987,393,153
1741380,396,152
1741776,393,153
1742169,394,152
1742563,396,152
1742959,394,152
1743353,398,151
1743751,395,152
1744146,397,151
1744543,399,150
1744942,397,151
1745339,394,152
1745733,396,152
1746129,390,154
1746519,395,152
1746914,395,152
1747309,396,152
1747705,395,152
1748100,396,152
1748496,396,152
1748892,397,151
1749289,398,151
1749687,397,151
1750084,395,152
1750479,396,152
1750875,396,152
1751271,393,153
1751664,397,151
1752061,395,152
1752456,397,151
1752853,398,151
1753251,396,152
1753647,401,150
1754048,396,152
1754444,399,150
1754843,396,152
1755239,397,151
1755636,396,152
1756032,398,151
1756430,394,152
1756824,397,151
1757221,398,151
1757619,396,152
1758015,403,149
1758418,398,151
1758816,400,150
1759216,399,150
1759615,397,151
1760012,397,151
1760409,398,151
1760807,396,152
1761203,399,150
1761602,400,150
1762002,396,152
1762398,403,149
1762801,399,150
1763200,399,150
1763599,397,151
1763996,399,150
1764395,396,152
1764791,398,151
1765189,398,151
1765587,398,151
1765985,402,149
1766387,398,151
1766785,402,149
1767187,399,150
1767586,397,151
1767983,396,152
1768379,399,150
1768778,395,152
1769173,399,150
1769572,398,151
1769970,399,150
1770369,401,150
1770770,398,151
1771168,402,149
1771570,399,150
1771969,397,151
1772366,397,151
1772763,396,152
1773159,396,152
1773555,400,150
1773955,397,151
1774352,398,151
1774750,401,150
1775151,398,151
1775549,401,150
1775950,399,150
1776349,396,152
1776745,397,151
1777142,397,151
1777539,395,152
1777934,401,150
1778335,398,151
1778733,400,150
1779133,401,150
1779534,399,150
1779933,403,149
1780336,399,150
1780735,399,150
1781134,399,150
1781533,398,151
1781931,396,152
1782327,401,150
1782728,399,150
1783127,401,150
1783528,403,149
1783931,399,150
1784330,406,148
1784736,399,150
1785135,399,150
1785534,402,149
1785936,399,150
1786335,396,152
1786731,402,149
1787133,401,150
1787534,400,150
1787934,403,149
1788337,401,150
1788738,404,149
1789142,397,151
1789539,400,150
1789939,401,150
1790340,401,150
1790741,398,151
1791139,403,149
1791542,402,149
1791944,401,150
1792345,403,149
1792748,404,149
1793152,404,149
1793556,404,149
1793960,401,150
1794361,402,149
1794763,400,150
1795163,401,150
1795564,404,149
1795968,401,150
1796369,404,149
1796773,407,147
1797180,405,148
1797585,407,147
1797992,404,149
1798396,404,149
1798800,402,149
1799202,403,149
1799605,404,149
1800009,406,148
1800415,405,148
1800820,406,148
1801226,408,147
1801634,405,148
1802039,412,146
1802451,404,149
1802855,405,148
1803260,404,149
1803664,406,148
1804070,406,148
1804476,407,147
1804883,408,147
1805291,408,147
1805699,408,147
1806107,408,147
1806515,410,146
1806925,405,148
1807330,407,147
1807737,409,147
1808146,409,147
