Phone timestamp;RR-interval [ms]
2026-03-23T11:34:14.236;419
2026-03-23T11:34:14.655;420
2026-03-23T11:34:15.075;417
2026-03-23T11:34:15.492;416
2026-03-23T11:34:15.908;423
2026-03-23T11:34:16.331;414
2026-03-23T11:34:16.745;420
2026-03-23T11:34:17.165;416
2026-03-23T11:34:17.581;416
2026-03-23T11:34:17.997;417
2026-03-23T11:34:18.414;418
2026-03-23T11:34:18.832;414
2026-03-23T11:34:19.246;416
2026-03-23T11:34:19.662;415
2026-03-23T11:34:20.077;417
2026-03-23T11:34:20.494;413
2026-03-23T11:34:20.907;415
2026-03-23T11:34:21.322;418
2026-03-23T11:34:21.740;413
2026-03-23T11:34:22.153;415
2026-03-23T11:34:22.568;418
2026-03-23T11:34:22.986;416
2026-03-23T11:34:23.402;416
2026-03-23T11:34:23.818;414
2026-03-23T11:34:24.232;561
2026-03-23T11:34:24.793;270
2026-03-23T11:34:25.063;415
2026-03-23T11:34:25.478;413
2026-03-23T11:34:25.891;414
2026-03-23T11:34:26.305;416
2026-03-23T11:34:26.721;414
2026-03-23T11:34:27.135;416
2026-03-23T11:34:27.551;829
2026-03-23T11:34:28.380;418
2026-03-23T11:34:28.798;412
2026-03-23T11:34:29.210;424
2026-03-23T11:34:29.634;416
2026-03-23T11:34:30.050;419
2026-03-23T11:34:30.469;423
2026-03-23T11:34:30.892;422
2026-03-23T11:34:31.314;422
2026-03-23T11:34:31.736;420
2026-03-23T11:34:32.156;424
2026-03-23T11:34:32.580;422
2026-03-23T11:34:33.002;422
2026-03-23T11:34:33.424;424
2026-03-23T11:34:33.848;424
2026-03-23T11:34:34.272;423
2026-03-23T11:34:34.695;424
2026-03-23T11:34:35.119;425
2026-03-23T11:34:35.544;429
2026-03-23T11:34:35.973;428
2026-03-23T11:34:36.401;409
2026-03-23T11:34:36.810;445
2026-03-23T11:34:37.255;432
2026-03-23T11:34:37.687;432
2026-03-23T11:34:38.119;428
2026-03-23T11:34:38.547;434
2026-03-23T11:34:38.981;429
2026-03-23T11:34:39.410;431
2026-03-23T11:34:39.841;431
2026-03-23T11:34:40.272;434
2026-03-23T11:34:40.706;437
2026-03-23T11:34:41.143;435
2026-03-23T11:34:41.578;437
2026-03-23T11:34:42.015;439
2026-03-23T11:34:42.454;438
2026-03-23T11:34:42.892;439
2026-03-23T11:34:43.331;437
2026-03-23T11:34:43.768;446
2026-03-23T11:34:44.214;885
2026-03-23T11:34:45.099;445
2026-03-23T11:34:45.544;890
2026-03-23T11:34:46.434;443
2026-03-23T11:34:46.877;446
2026-03-23T11:34:47.323;449
2026-03-23T11:34:47.772;448
2026-03-23T11:34:48.220;453
2026-03-23T11:34:48.673;453
