Phone timestamp;RR-interval [ms]
2026-03-18T11:47:17.761;974
2026-03-18T11:47:18.735;917
2026-03-18T11:47:19.652;915
2026-03-18T11:47:20.567;956
2026-03-18T11:47:21.523;1034
2026-03-18T11:47:22.557;982
2026-03-18T11:47:23.539;1012
2026-03-18T11:47:24.551;1004
2026-03-18T11:47:25.555;963
2026-03-18T11:47:26.518;932
2026-03-18T11:47:27.450;926
2026-03-18T11:47:28.376;919
2026-03-18T11:47:29.295;889
2026-03-18T11:47:30.184;871
2026-03-18T11:47:31.055;861
2026-03-18T11:47:31.916;837
2026-03-18T11:47:32.753;812
2026-03-18T11:47:33.565;805
2026-03-18T11:47:34.370;807
2026-03-18T11:47:35.177;868
2026-03-18T11:47:36.045;951
2026-03-18T11:47:36.996;1029
2026-03-18T11:47:38.025;993
2026-03-18T11:47:39.018;1061
2026-03-18T11:47:40.079;1050
2026-03-18T11:47:41.129;961
2026-03-18T11:47:42.090;918
2026-03-18T11:47:43.008;889
2026-03-18T11:47:43.897;883
2026-03-18T11:47:44.780;857
2026-03-18T11:47:45.637;862
2026-03-18T11:47:46.499;932
2026-03-18T11:47:47.431;969
2026-03-18T11:47:48.400;967
2026-03-18T11:47:49.367;979
2026-03-18T11:47:50.346;984
2026-03-18T11:47:51.330;958
2026-03-18T11:47:52.288;902
2026-03-18T11:47:53.190;938
2026-03-18T11:47:54.128;966
2026-03-18T11:47:55.094;971
2026-03-18T11:47:56.065;955
2026-03-18T11:47:57.020;1049
2026-03-18T11:47:58.069;1198
2026-03-18T11:47:59.267;1159
2026-03-18T11:48:00.426;1115
2026-03-18T11:48:01.541;1112
2026-03-18T11:48:02.653;1070
2026-03-18T11:48:03.723;1002
2026-03-18T11:48:04.725;992
2026-03-18T11:48:05.717;1035
2026-03-18T11:48:06.752;968
2026-03-18T11:48:07.720;960
2026-03-18T11:48:08.680;940
2026-03-18T11:48:09.620;847
2026-03-18T11:48:10.467;886
2026-03-18T11:48:11.353;879
2026-03-18T11:48:12.232;889
2026-03-18T11:48:13.121;923
2026-03-18T11:48:14.044;855
2026-03-18T11:48:14.899;844
2026-03-18T11:48:15.743;844
2026-03-18T11:48:16.587;808
2026-03-18T11:48:17.395;776
2026-03-18T11:48:18.171;750
2026-03-18T11:48:18.921;755
2026-03-18T11:48:19.676;750
2026-03-18T11:48:20.426;753
2026-03-18T11:48:21.179;750
2026-03-18T11:48:21.929;760
2026-03-18T11:48:22.689;775
2026-03-18T11:48:23.464;795
2026-03-18T11:48:24.259;807
2026-03-18T11:48:25.066;802
2026-03-18T11:48:25.868;812
2026-03-18T11:48:26.680;836
2026-03-18T11:48:27.516;894
2026-03-18T11:48:28.410;907
2026-03-18T11:48:29.317;869
2026-03-18T11:48:30.186;876
2026-03-18T11:48:31.062;859
2026-03-18T11:48:31.921;878
2026-03-18T11:48:32.799;879
2026-03-18T11:48:33.678;862
2026-03-18T11:48:34.540;895
2026-03-18T11:48:35.435;927
2026-03-18T11:48:36.362;924
2026-03-18T11:48:37.286;874
2026-03-18T11:48:38.160;865
2026-03-18T11:48:39.025;854
2026-03-18T11:48:39.879;852
2026-03-18T11:48:40.731;833
2026-03-18T11:48:41.564;856
2026-03-18T11:48:42.420;913
2026-03-18T11:48:43.333;979
2026-03-18T11:48:44.312;977
2026-03-18T11:48:45.289;987
2026-03-18T11:48:46.276;1076
2026-03-18T11:48:47.352;1081
2026-03-18T11:48:48.433;974
2026-03-18T11:48:49.407;926
2026-03-18T11:48:50.333;914
2026-03-18T11:48:51.247;893
2026-03-18T11:48:52.140;867
2026-03-18T11:48:53.007;896
2026-03-18T11:48:53.903;913
2026-03-18T11:48:54.816;900
2026-03-18T11:48:55.716;917
2026-03-18T11:48:56.633;943
2026-03-18T11:48:57.576;953
2026-03-18T11:48:58.529;906
2026-03-18T11:48:59.435;939
2026-03-18T11:49:00.374;975
2026-03-18T11:49:01.349;964
2026-03-18T11:49:02.313;1018
2026-03-18T11:49:03.331;1170
2026-03-18T11:49:04.501;1184
2026-03-18T11:49:05.685;1049
2026-03-18T11:49:06.734;1021
2026-03-18T11:49:07.755;980
2026-03-18T11:49:08.735;912
2026-03-18T11:49:09.647;982
2026-03-18T11:49:10.629;1016
2026-03-18T11:49:11.645;969
2026-03-18T11:49:12.614;885
2026-03-18T11:49:13.499;881
2026-03-18T11:49:14.380;854
2026-03-18T11:49:15.234;815
2026-03-18T11:49:16.049;800
2026-03-18T11:49:16.849;775
2026-03-18T11:49:17.624;752
2026-03-18T11:49:18.376;757
2026-03-18T11:49:19.133;758
2026-03-18T11:49:19.891;746
2026-03-18T11:49:20.637;753
2026-03-18T11:49:21.390;763
