t_offset_ms,bpm,breathing_rpm
337981,80,
338939,81,
339884,81,
340857,81,
341822,80,
342782,80,
343694,80,
344703,79,
345661,78,
346622,77,
347581,77,
349033,76,
349983,76,
350946,76,
351921,75,
352812,75,
353774,75,
354785,74,
355738,74,
356643,74,
357663,74,
358631,74,
359582,74,
361019,75,
361986,76,
362943,77,
363898,77,
364797,77,
365755,76,
366717,76,
367677,77,
369596,78,
369598,79,
370556,80,
371537,80,
372974,80,
373932,79,
374896,76,
375844,75,
376814,74,
377773,74,
378735,74,
379696,76,
380704,77,
381659,78,
382621,78,
383535,78,
385021,77,
385980,76,
386939,76,
387906,75,
388869,76,
389822,76,
390782,76,
391697,76,
392708,76,
393668,77,
394620,77,
396063,77,
397498,76,
397933,76,
398939,76,
399858,76,
400864,76,
401792,76,
402735,76,
403695,76,
404694,77,
405661,78,
406625,80,
407579,81,
409017,83,
409986,84,
410938,86,
411895,86,
412865,86,
413822,86,
415739,86,
415741,85,
416701,85,
417668,85,
418625,85,
419586,86,
421019,86,
421984,87,
422945,87,
423905,89,
424868,89,
425828,91,
426781,93,
427746,94,
428699,96,
429667,96,
430621,96,
431582,95,
433022,94,
433982,94,
434943,93,
435905,93,
436816,92,
437776,92,
438817,92,
439741,92,
440700,92,
441662,93,
442618,93,
443580,92,
445015,92,
445977,91,
446937,90,
447902,89,
448865,88,
450778,87,
450778,87,
451745,85,
452706,85,
453664,84,
454622,83,
455580,80,
457504,80,
457934,80,
458942,81,
459855,83,
460860,85,
461831,86,
463745,89,
463746,90,
464711,93,
466622,95,
466623,95,
467580,95,
469025,94,
469988,94,
470942,92,
471901,91,
472861,89,
473783,88,
474781,88,
475695,88,
476690,89,
477666,89,
478620,89,
479586,89,
481029,85,
481992,83,
482952,82,
483900,82,
484807,80,
485764,80,
486780,80,
487746,80,
488711,81,
489666,81,
490632,81,
491588,82,
493027,82,
493975,83,
494935,84,
495905,84,
496866,83,
497821,82,
498778,80,
499747,79,
500699,79,
501604,80,
502625,81,
503579,81,
505022,82,
505981,81,
506938,80,
507905,79,
508871,78,
509834,77,
510785,77,
512227,77,
512654,78,
513671,78,
514626,78,
515585,78,
517019,78,
517982,78,
518942,78,
519899,78,
520869,78,
521775,78,
522784,78,
523751,78,
524704,79,
525666,80,
526633,82,
527537,84,
529022,85,
529980,86,
530945,86,
531903,85,
532859,84,
533826,83,
534796,82,
535749,82,
536715,83,
537665,83,
538628,84,
539583,84,
541024,86,
541984,86,
542941,88,
543844,88,
544804,89,
545765,89,
546718,88,
548704,88,
549136,87,
549606,88,
550621,88,
551564,89,
553022,89,
553984,90,
554941,90,
555906,91,
556868,91,
557831,90,
558783,90,
559751,90,
560706,89,
561666,88,
562611,87,
563581,86,
565022,86,
565991,87,
566942,88,
567904,89,
568863,90,
569821,91,
571217,91,
571746,90,
572698,90,
573652,89,
574618,89,
576491,89,
576974,89,
577986,90,
578935,90,
580381,90,
580861,90,
581826,90,
582783,89,
583750,89,
585180,88,
585615,88,
586621,86,
587544,86,
589021,85,
589986,85,
590945,85,
591903,86,
593345,86,
593777,86,
595739,86,
595740,86,
596710,85,
597663,83,
598624,83,
599583,82,
601022,81,
601991,82,
602897,83,
603899,84,
605827,84,
605828,85,
606787,84,
607748,82,
608705,81,
609660,80,
610621,78,
611573,78,
613021,78,
613985,78,
614942,79,
615909,80,
616816,80,
617826,80,
618786,80,
619769,78,
620706,78,
621663,78,
622623,79,
623577,79,
625023,81,
625982,81,
626940,82,
627902,83,
628864,83,
629819,83,
630784,83,
631751,83,
632707,83,
633663,83,
634624,84,
635582,84,
637032,84,
637982,85,
638946,85,
639901,85,
640862,85,
641825,83,
642785,83,
643747,84,
644710,84,
645675,85,
646629,85,
647581,84,
649032,83,
649988,82,
650938,83,
651898,83,
652858,84,
653798,85,
654776,86,
655746,86,
656656,86,
657648,84,
658632,84,
659588,82,
661025,82,
661988,83,
662962,83,
663914,85,
664856,85,
665823,86,
666784,88,
667745,90,
668702,92,
669617,93,
670626,94,
671579,94,
672975,95,
673979,95,
674898,94,
675898,93,
676815,92,
677765,92,
678726,91,
679687,91,
680657,91,
681619,89,
682577,88,
683594,85,
684963,85,
685996,84,
686948,84,
687905,85,
688873,84,
689823,83,
690794,81,
691746,80,
692708,80,
693672,81,
695107,81,
695536,81,
697025,80,
697983,79,
698943,77,
699907,76,
700863,76,
701826,76,
703261,76,
703698,76,
704699,77,
705667,77,
706626,76,
708495,76,
708975,76,
709938,76,
710895,77,
711854,78,
712815,79,
713827,79,
714785,79,
715743,79,
717179,79,
717665,79,
718624,80,
719585,80,
720975,81,
721985,82,
722940,82,
723911,82,
724864,82,
725823,82,
727750,81,
727751,80,
728713,81,
729664,81,
731590,82,
731591,83,
733018,85,
733984,86,
734946,87,
735909,89,
736867,90,
738302,91,
738734,92,
739743,92,
741662,93,
741663,93,
742626,93,
743589,93,
745030,93,
745985,94,
746941,94,
747899,94,
748866,93,
749824,93,
751265,93,
751753,93,
752704,93,
753666,93,
755587,94,
755588,94,
757026,95,
757988,96,
758945,96,
759886,96,
760863,96,
761828,95,
762782,94,
763742,91,
764701,89,
766146,86,
766621,86,
767584,87,
769019,88,
769995,89,
770941,89,
771901,87,
772862,86,
773826,86,
774795,86,
776704,87,
776705,87,
777665,87,
778620,87,
779587,86,
781024,84,
781983,81,
782952,80,
783912,80,
784868,81,
786798,81,
786798,81,
787746,81,
788711,76,
789670,72,
791586,71,
791587,70,
793021,71,
793980,72,
794942,73,
796386,74,
796816,74,
797823,74,
798793,75,
799759,75,
800703,77,
801665,80,
802635,81,
803586,83,
805019,85,
805992,88,
806952,88,
807912,90,
808865,90,
809821,90,
810790,90,
811728,90,
812689,90,
813635,90,
814579,91,
815539,92,
817030,92,
817985,91,
818947,91,
819902,89,
820871,88,
821825,88,
822791,88,
823699,89,
824718,90,
825666,91,
827103,93,
827586,94,
829029,95,
829982,95,
830951,95,
831863,94,
832863,93,
833831,86,
834780,85,
835746,83,
836711,80,
837678,79,
838633,78,
840544,78,
840979,77,
841987,76,
842946,76,
843914,76,
844866,76,
845822,75,
846792,74,
847752,73,
848705,72,
849667,72,
850627,71,
851588,71,
853025,71,
853979,71,
854945,72,
855907,72,
856865,71,
857829,70,
858788,69,
859747,68,
861189,68,
861670,68,
862623,67,
863585,67,
865028,67,
865991,68,
866952,68,
867919,69,
868868,69,
869824,69,
870795,69,
871750,70,
872704,71,
873667,72,
874624,74,
875586,75,
877035,76,
878466,78,
878897,79,
880864,80,
880865,81,
881826,81,
882783,81,
883740,80,
884708,78,
885666,77,
887589,76,
887590,75,
888978,74,
889984,73,
890899,72,
891912,72,
892873,71,
893780,69,
895753,68,
895753,68,
896699,67,
897664,68,
898568,68,
900068,69,
901022,70,
901982,70,
902958,70,
903904,70,
905838,71,
905839,72,
906785,72,
907750,73,
908710,75,
909646,76,
911587,79,
911588,80,
913024,81,
913982,82,
914939,84,
915907,85,
916860,85,
918317,86,
918739,86,
919757,83,
920710,81,
921668,80,
922624,79,
923586,78,
925030,77,
925984,76,
926944,76,
927910,75,
928872,74,
929830,73,
930775,72,
931789,72,
932674,71,
933620,71,
934579,71,
935590,72,
937035,72,
937986,73,
938942,73,
939904,74,
940864,74,
941827,75,
942782,75,
943746,75,
944701,75,
945641,74,
946633,74,
947586,74,
949026,74,
949988,74,
950946,76,
951909,77,
952865,77,
953831,78,
954789,78,
955747,78,
956707,77,
957667,77,
958621,78,
959588,78,
961028,79,
961989,79,
962949,79,
963902,79,
965829,79,
965830,79,
966788,80,
967743,81,
968702,82,
969665,84,
970628,85,
972548,86,
973031,86,
973981,85,
974937,78,
975903,77,
976871,76,
977827,75,
978787,76,
979743,78,
980706,81,
981673,82,
982627,85,
983585,87,
985040,89,
985987,91,
986947,92,
987908,94,
988871,95,
990259,96,
990739,97,
991701,98,
992659,99,
993648,99,
994607,98,
995540,98,
997029,97,
997984,95,
998948,94,
999904,94,
1000870,94,
1001851,94,
1002814,95,
1003758,97,
1004717,99,
1005668,99,
1006625,101,
1007586,101,
1009031,102,
1009990,102,
1010946,102,
1011905,102,
1012866,101,
1013831,96,
1014785,88,
1015753,86,
1016707,84,
1017666,84,
1019587,85,
1019588,87,
1021030,89,
1021986,91,
1022951,92,
1023913,93,
1024874,94,
1025832,94,
1026781,94,
1027744,93,
1028709,92,
1029674,91,
1031587,90,
1031588,90,
1033025,91,
1033983,91,
1034938,93,
1035905,93,
1036865,94,
1037765,92,
1038737,91,
1039696,90,
1040733,87,
1041618,86,
1042579,85,
1043584,85,
1045025,86,
1046463,86,
1046896,86,
1047909,87,
1048872,87,
1049825,85,
1050792,79,
1051749,78,
1052709,76,
1053671,76,
1054625,76,
1055586,77,
1057026,78,
1057989,80,
1058956,81,
1060869,82,
1060869,82,
1061828,81,
1062791,81,
1063746,81,
1064707,82,
1066626,82,
1066627,84,
1067590,84,
1069032,85,
1069986,86,
1070948,86,
1071898,86,
1072863,86,
1073824,86,
1074792,87,
1075753,88,
1076710,89,
1077669,90,
1078633,92,
1079593,92,
1080980,94,
1081988,94,
1082959,95,
1083862,94,
1085829,94,
1085830,93,
1086788,93,
1087746,94,
1088709,94,
1089668,94,
1091544,95,
1092021,95,
1092980,96,
1093991,97,
1094954,97,
1095915,97,
1097356,97,
1097832,98,
1098783,98,
1099749,98,
1100707,98,
1101672,99,
1102631,99,
1105026,100,
1105027,101,
1105987,102,
1106946,103,
1107910,103,
1108869,104,
1110310,104,
1110791,105,
1111753,105,
1112661,105,
1113667,105,
1114628,105,
1115589,105,
1117042,105,
1117992,105,
1118951,105,
1119906,104,
1120869,104,
1121828,103,
1122789,102,
1123745,100,
1124660,100,
1125669,99,
1126630,99,
1127583,99,
1129018,97,
1129982,92,
1130958,86,
1132380,83,
1132817,83,
1133826,83,
1134786,85,
1136232,86,
1136660,89,
1138145,90,
1138581,92,
1139584,92,
1141987,91,
1141988,91,
1142948,90,
1143908,90,
1144809,90,
1145769,90,
1146743,91,
1147683,92,
1148644,93,
1149603,94,
1152021,94,
1152502,94,
1153075,95,
1153940,95,
1154901,96,
1155856,96,
1156801,95,
1157835,92,
1158792,90,
1159750,88,
1160708,87,
1161666,87,
1162626,87,
1163591,88,
1165031,88,
1165999,88,
1166950,89,
1167899,90,
1168889,91,
1169812,93,
1170764,95,
1171701,97,
1172662,99,
1173668,101,
1174621,102,
1175582,102,
1177029,103,
1177986,104,
1178901,104,
1179862,105,
1180824,106,
1181833,107,
1182787,108,
1183745,109,
1184708,109,
1186625,110,
1186626,111,
1188069,111,
1189028,111,
1189992,112,
1190956,112,
1191918,112,
1192869,112,
1193825,112,
1194787,112,
1195748,112,
1196715,112,
1197671,112,
1198627,112,
1199592,112,
1201515,112,
1202475,112,
1202901,113,
1203909,113,
1204865,113,
1205831,114,
1206788,114,
1207758,114,
1209188,114,
1209622,113,
1211592,112,
1211593,112,
1213027,112,
1214018,112,
1215423,113,
1215858,113,
1216859,113,
1217828,113,
1218781,113,
1220708,113,
1220709,113,
1221674,111,
1222627,111,
1223577,111,
1225027,110,
1225989,110,
1226948,110,
1227914,110,
1228870,110,
1230793,108,
1230794,107,
1232229,106,
1233129,105,
1234632,103,
1234634,102,
1236553,102,
1237452,102,
1237939,102,
1238946,103,
1239912,103,
1240867,102,
1241825,101,
1242793,100,
1243701,99,
1245666,98,
1245667,97,
1246633,96,
1247591,96,
1249027,98,
1249985,98,
1250947,100,
1251911,102,
1252877,105,
1253828,107,
1255749,109,
1255750,110,
1256713,112,
1257669,114,
1258626,115,
1259587,117,
1261025,118,
1261993,119,
1262948,119,
1263909,120,
1264869,121,
1265833,121,
1266799,122,
1267750,122,
1268662,123,
1269623,123,
1271541,124,
1271543,125,
1272982,125,
1273938,125,
1274970,126,
1275914,126,
1276871,127,
1277834,127,
1279273,127,
1279701,128,
1281681,128,
1281682,127,
1283595,127,
1283596,127,
1285031,126,
1285999,126,
1286959,126,
1287916,125,
1288874,125,
1291217,124,
1291220,124,
1291747,124,
1292708,123,
1293682,123,
1294622,123,
1295592,123,
1297032,122,
1297990,122,
1298946,122,
1300868,122,
1300870,123,
1301783,124,
1303211,124,
1304224,124,
1304662,124,
1305612,124,
1306565,123,
1307522,123,
1309025,122,
1309986,122,
1310934,122,
1313808,121,
1313810,121,
1313810,121,
1314798,120,
1315741,119,
1316706,117,
1317666,116,
1318626,116,
1319598,115,
1321026,115,
1321987,114,
1323433,112,
1323860,112,
1324868,110,
1325825,109,
1326789,109,
1328230,109,
1328660,109,
1330631,110,
1330632,112,
1331596,113,
1333029,114,
1333990,115,
1334948,116,
1335913,117,
1336824,117,
1338264,118,
1338768,119,
1339776,119,
1340708,120,
1341621,121,
1342583,122,
1343591,122,
1345026,123,
1345994,123,
1347429,124,
1347862,125,
1348873,125,
1349833,125,
1351282,126,
1351702,126,
1352711,125,
1353675,125,
1355586,126,
1355587,125,
1357029,126,
1358468,126,
1358946,126,
1359920,127,
1360872,127,
1361830,127,
1362795,127,
1363752,127,
1364709,126,
1366582,126,
1366585,125,
1368545,125,
1369507,124,
1369942,123,
1371429,123,
1371863,122,
1372868,122,
1373835,122,
1374793,122,
1376710,122,
1376711,122,
1377671,122,
1378636,122,
1379594,123,
1381036,123,
1381991,123,
1383438,123,
1385355,123,
1385356,122,
1386317,122,
1386744,122,
1387750,122,
1388711,121,
1389678,120,
1391599,120,
1391601,120,
1393030,120,
1393992,120,
1394946,119,
1395909,117,
1396866,115,
1398788,112,
1398789,112,
1400710,112,
1400710,112,
1401669,113,
1402631,114,
1403589,115,
1404984,115,
1405995,116,
1406953,117,
1407900,119,
1408868,120,
1409834,121,
1410785,122,
1412231,122,
1412663,123,
1414155,123,
1414625,124,
1415588,124,
1417029,124,
1417996,125,
1418932,125,
1420865,126,
1420867,127,
1422789,127,
1422790,127,
1424704,127,
1424705,128,
1425653,128,
1426659,128,
1427553,128,
1428988,128,
1429980,128,
1430945,128,
1431904,128,
1432866,128,
1433836,128,
1434796,128,
1435752,127,
1436713,126,
1437674,125,
1438628,125,
1439586,124,
1441030,123,
1441999,123,
1442956,123,
1443910,123,
1445834,123,
1445836,123,
1446793,122,
1447748,122,
1448704,122,
1449670,122,
1451597,121,
1451598,121,
1452982,121,
1453999,122,
1454950,122,
1455906,122,
1456868,123,
1457771,123,
1458799,124,
1459753,124,
1460710,125,
1462626,125,
1462627,125,
1463590,125,
1465025,124,
1465989,123,
1466957,122,
1467921,122,
1468869,122,
1469833,122,
1470793,122,
1471785,123,
1473191,122,
1474152,121,
1474582,119,
1475544,118,
1477032,117,
1477990,117,
1478953,116,
1479954,116,
1480822,115,
1481785,116,
1482745,116,
1483752,117,
1484711,118,
1485670,119,
1486627,120,
1487582,120,
1489510,121,
1490469,121,
1490905,121,
1491911,121,
1492871,122,
1493840,123,
1495751,123,
1495753,124,
1496709,124,
1497674,124,
1498638,124,
1500067,124,
1501031,125,
1501994,125,
1502949,125,
1503911,126,
1504869,126,
1505831,126,
1506795,127,
1507758,127,
1509669,127,
1509670,127,
1511590,128,
1511591,129,
1513026,129,
1513986,129,
1514944,129,
1515910,129,
1516856,129,
1517852,129,
1519263,129,
1519752,130,
1520705,130,
1521664,130,
1522628,129,
1523582,129,
1525028,128,
1525990,129,
1526945,128,
1527911,129,
1528869,128,
1529836,129,
1531749,128,
1531750,129,
1532713,129,
1533668,129,
1534633,129,
1535596,129,
1537039,129,
1537995,129,
1538965,130,
1539911,130,
1540869,130,
1541834,130,
1542797,131,
1543757,131,
1544715,132,
1546638,132,
1546640,131,
1547601,131,
1549039,131,
1549995,131,
1550950,130,
1551864,131,
1552884,131,
1553844,131,
1554796,132,
1556236,132,
1556660,132,
1558154,132,
1558575,132,
1559594,132,
1561034,132,
1562000,133,
1562955,133,
1563915,133,
1564873,133,
1565829,133,
1566793,133,
1567753,133,
1568716,133,
1569680,133,
1571600,133,
1571602,133,
1573038,134,
1573991,134,
1574952,134,
1575865,135,
1576869,134,
1577831,135,
1578780,135,
1579751,136,
1581196,137,
1581625,137,
1582627,138,
1583585,138,
1585988,138,
1585990,139,
1586950,139,
1587912,139,
1589355,140,
1589785,140,
1592235,140,
1592237,141,
1592663,141,
1594629,141,
1594631,142,
1595596,142,
1597034,142,
1598488,143,
1598905,143,
1600872,143,
1600873,144,
1601808,144,
1603750,144,
1603751,144,
1604651,144,
1606641,144,
1606642,145,
1607596,145,
1609036,145,
1609994,145,
1610954,145,
1611913,146,
1612868,146,
1614303,146,
1614745,146,
1615756,146,
1616718,145,
1617672,146,
1618665,145,
1619592,145,
1621021,145,
1621991,145,
1622950,145,
1623914,145,
1625836,145,
1625837,145,
1626799,145,
1628233,145,
1628665,145,
1629670,145,
1631588,145,
1631589,146,
1633033,146,
1633988,146,
1634947,145,
1635918,145,
1637306,145,
1637785,146,
1638746,146,
1639762,146,
1642149,146,
1642150,146,
1642627,146,
1643591,146,
1645027,147,
1645991,147,
1646944,146,
1647912,146,
1648867,146,
1649826,146,
1650804,146,
1651747,145,
1652711,146,
1653671,145,
1654633,145,
1655594,145,
1657027,145,
1657994,145,
1658956,144,
1659917,144,
1660868,144,
1661834,144,
1662796,143,
1663758,143,
1664709,143,
1666637,142,
1666639,142,
1667596,141,
1669032,141,
1669992,140,
1670951,139,
1671912,137,
1672872,137,
1673844,136,
1674793,136,
1675754,135,
1676709,135,
1677672,134,
1680079,132,
1680081,131,
1681032,130,
1681988,128,
1682949,127,
1683920,127,
1684876,127,
1685836,128,
1686790,128,
1688710,129,
1688712,129,
1689680,129,
1691589,128,
1691590,128,
1693029,129,
1693993,129,
1694954,130,
1695914,130,
1696870,131,
1697835,131,
1698799,131,
1699739,132,
1701193,132,
1701670,132,
1702633,132,
1703595,131,
1705036,131,
1705990,132,
1706950,132,
1707911,131,
1708873,131,
1709833,130,
1710794,129,
1711751,128,
1712719,128,
1713681,128,
1714635,127,
1715547,127,
1717036,127,
1717996,128,
1718959,129,
1719921,129,
1720871,128,
1721835,126,
1722789,124,
1723748,124,
1724715,124,
1726640,124,
1726643,125,
1727594,125,
1729027,125,
1729993,125,
1730957,125,
1731916,124,
1732873,124,
1733831,123,
1735755,122,
1735756,121,
1737188,121,
1738164,122,
1738586,121,
1739590,120,
1741032,119,
1741995,118,
1742945,117,
1744397,117,
1744811,117,
1746734,117,
1747274,117,
1747691,118,
1748648,118,
1749609,119,
1750572,120,
1751548,121,
1752987,121,
1753999,121,
1754954,122,
1755857,122,
1756874,121,
1757836,121,
1758797,121,
1759757,122,
1760714,122,
1762137,123,
1762584,123,
1763533,124,
1764973,124,
1765934,124,
1766907,124,
1767910,123,
1768872,123,
1769830,123,
1770791,123,
1771740,124,
1773671,125,
1773672,126,
1774628,126,
1775602,126,
1777031,126,
1777997,126,
1778946,126,
1780870,126,
1780871,126,
1781832,126,
1782787,126,
1783748,126,
1784709,126,
1786619,125,
1786621,124,
1787592,124,
1789038,124,
1789987,124,
1790947,124,
1791919,124,
1792875,124,
1793839,123,
1795707,122,
1795710,122,
1796699,121,
1797674,120,
1798639,120,
1799588,121,
1801996,122,
1801998,122,
1802951,124,
1803913,125,
1804868,126,
1805787,126,
1806792,125,
1807755,125,
1808711,125,
1809679,124,
1810635,124,
1811597,124,
1813029,123,
1813996,122,
1814959,123,
1815920,123,
1817360,123,
1817832,123,
1818793,123,
1820722,124,
1820723,123,
1821677,123,
1822635,123,
1823602,122,
1825030,123,
1826000,122,
1826958,122,
1827917,122,
1828874,123,
1830789,123,
1830790,124,
1831752,124,
1832710,125,
1833676,126,
1834630,126,
1835594,127,
1837513,128,
1837947,129,
1838964,130,
1839907,130,
1840889,131,
1841843,132,
1842805,133,
1843766,134,
1845686,134,
1845687,134,
1846639,135,
1847606,135,
1849032,135,
1849990,135,
1850951,136,
1851909,136,
1852868,137,
1853828,137,
1854791,137,
1855753,138,
1856714,138,
1858629,138,
1858630,138,
1859594,138,
1861035,139,
1862000,139,
1862962,139,
1863926,139,
1864879,140,
1865828,140,
1867761,140,
1867762,141,
1868728,141,
1870158,141,
1870639,141,
1871598,141,
1873035,142,
1873997,142,
1874959,143,
1875911,143,
1876874,143,
1877839,143,
1878802,144,
1880719,144,
1880720,145,
1882148,145,
1882583,145,
1883593,145,
1884557,146,
1885993,146,
1886891,147,
1887865,147,
1888822,147,
1889772,147,
1890728,147,
1891753,148,
1892706,148,
1893618,148,
1894627,148,
1895537,149,
1896495,149,
1897990,149,
1898947,149,
1899911,149,
1900895,148,
1902288,148,
1903271,148,
1903705,148,
1905676,148,
1905677,148,
1906640,148,
1907603,148,
1909037,147,
1909993,147,
1910955,147,
1911914,147,
1912872,147,
1913843,147,
1915766,147,
1915767,148,
1916704,148,
1917678,148,
1918640,149,
1919557,149,
1920507,150,
1921991,150,
1922952,150,
1923920,150,
1925836,150,
1925838,150,
1927279,150,
1927754,150,
1928713,150,
1929672,150,
1931601,151,
1931602,151,
1932557,151,
1933998,150,
1934906,149,
1935871,149,
1936828,148,
1937788,148,
1938746,148,
1939710,148,
1941629,148,
1942153,148,
1942633,149,
1943601,149,
1944557,149,
1946001,149,
1946958,149,
1948394,149,
1948882,149,
1949832,148,
1951279,149,
1951758,149,
1952716,148,
1953675,148,
1954635,147,
1955599,147,
1956562,146,
1958002,146,
1958969,146,
1960877,146,
1960878,146,
1961831,147,
1962795,146,
1963752,147,
1964718,146,
1965678,146,
1966639,146,
1967590,146,
1968551,146,
1969997,146,
1970957,147,
1971919,146,
1972879,146,
1973841,145,
1974796,145,
1975760,145,
1976724,144,
1977679,143,
1978630,141,
1979602,140,
1980560,138,
1981995,137,
1982958,136,
1983915,135,
1984872,135,
1985835,134,
1986799,134,
1987757,133,
1988726,132,
1990156,132,
1991069,131,
1991545,131,
1992563,130,
1993995,130,
1994949,128,
1996394,127,
1997352,127,
1997840,126,
1999755,125,
1999756,124,
2000713,124,
2001681,124,
2002635,124,
2003601,124,
2004558,124,
2006473,124,
2006959,123,
2007913,123,
2008871,123,
2010313,123,
2010747,124,
2011708,124,
2012723,124,
2014154,124,
2014634,124,
2015593,124,
2016559,124,
2018004,124,
2018952,124,
2020871,124,
2020872,124,
2021836,124,
2022791,124,
2023751,125,
2024717,125,
2026634,125,
2026635,125,
2027592,125,
2028557,124,
2029992,124,
2030959,123,
2031936,123,
2032859,123,
2033795,123,
2034749,124,
2035756,124,
2037675,124,
2037675,124,
2038636,125,
2039595,126,
2040553,127,
2041992,127,
2042951,128,
2043913,129,
2044861,130,
2045834,131,
2046794,132,
2047758,132,
2048717,132,
2049672,132,
2050632,132,
2051596,133,
2052558,133,
2053993,134,
2054960,134,
2055922,134,
2056878,134,
2057835,135,
2058802,135,
2059757,135,
2060713,135,
2061683,135,
2062641,134,
2063596,134,
2065514,134,
2065995,134,
2066949,135,
2067918,135,
2068880,136,
2070799,136,
2070800,136,
2071755,137,
2072723,137,
2073681,138,
2074639,138,
2075596,139,
2076559,139,
2077998,139,
2078954,139,
2079913,139,
2080871,139,
2082315,139,
2082745,139,
2085188,140,
2085190,139,
2086156,140,
2086587,141,
2087550,141,
2090003,142,
2090004,142,
2090954,142,
2091911,142,
2092868,141,
2093831,141,
2094792,140,
2095710,140,
2096714,140,
2097683,139,
2098640,139,
2099592,139,
2100565,139,
2102006,139,
2102963,139,
2103917,138,
2104873,138,
2105832,138,
2106796,138,
2107749,138,
2108719,138,
2109679,138,
2110638,138,
2112559,139,
2112560,139,
2114002,139,
2114964,139,
2115915,139,
2116873,138,
2117831,137,
2118792,137,
2119758,137,
2120717,136,
2121675,137,
2122634,137,
2123597,137,
2124554,137,
2126000,136,
2126965,137,
2127925,137,
2128879,137,
2129836,137,
2131758,137,
2132244,138,
2132669,138,
2133676,138,
2134644,138,
2135595,138,
