t_offset_ms,rr_interval_ms,bpm_instantane
1319019,557,108
1319576,551,109
1320127,541,111
1320668,549,109
1321217,540,111
1321757,531,113
1322288,532,113
1322820,526,114
1323346,522,115
1323868,519,116
1324387,520,115
1324907,512,117
1325419,514,117
1325933,511,117
1326444,509,118
1326953,508,118
1327461,513,117
1327974,508,118
1328482,507,118
1328989,504,119
1329493,504,119
1329997,505,119
1330502,498,120
1331000,500,120
1331500,502,120
1332002,495,121
1332497,494,121
1332991,493,122
1333484,490,122
1333974,492,122
1334466,489,123
1334955,488,123
1335443,487,123
1335930,487,123
1336417,487,123
1336904,483,124
1337387,480,125
1337867,482,124
1338349,484,124
1338833,480,125
1339313,479,125
1339792,478,126
1340270,479,125
1340749,478,126
1341227,479,125
1341706,476,126
1342182,474,127
1342656,475,126
1343131,472,127
1343603,483,124
1344086,477,126
1344563,478,126
1345041,479,125
1345520,482,124
1346002,479,125
1346481,479,125
1346960,476,126
1347436,477,126
1347913,482,124
1348395,477,126
1348872,476,126
1349348,478,126
1349826,472,127
1350298,473,127
1350771,478,126
1351249,472,127
1351721,469,128
1352190,468,128
1352658,474,127
1353132,471,127
1353603,468,128
1354071,469,128
1354540,472,127
1355012,470,128
1355482,479,125
1355961,477,126
1356438,478,126
1356916,479,125
1357395,478,126
1357873,482,124
1358355,485,124
1358840,485,124
1359325,484,124
1359809,481,125
1360290,483,124
1360773,492,122
1361265,489,123
1361754,491,122
1362245,493,122
1362738,496,121
1363234,487,123
1363721,493,122
1364214,498,120
1364712,490,122
1365202,489,123
1365691,491,122
1366182,489,123
1366671,489,123
1367160,492,122
1367652,495,121
1368147,492,122
1368639,490,122
1369129,495,121
1369624,494,121
1370118,485,124
1370603,492,122
1371095,486,123
1371581,486,123
1372067,488,123
1372555,490,122
1373045,489,123
1373534,489,123
1374023,483,124
1374506,490,122
1374996,486,123
1375482,490,122
1375972,492,122
1376464,490,122
1376954,490,122
1377444,493,122
1377937,491,122
1378428,489,123
1378917,488,123
1379405,492,122
1379897,495,121
1380392,496,121
1380888,500,120
1381388,500,120
1381888,508,118
1382396,505,119
1382901,504,119
1383405,504,119
1383909,506,119
1384415,499,120
1384914,499,120
1385413,499,120
1385912,504,119
1386416,508,118
1386924,515,117
1387439,528,114
1387967,541,111
1388508,543,110
1389051,548,109
1389599,561,107
1390160,556,108
1390716,534,112
1391250,539,111
1391789,552,109
1392341,522,115
1392863,524,115
1393387,529,113
1393916,518,116
1394434,519,116
1394953,523,115
1395476,514,117
1395990,514,117
1396504,519,116
1397023,514,117
1397537,503,119
1398040,506,119
1398546,506,119
1399052,499,120
1399551,493,122
1400044,498,120
1400542,496,121
1401038,488,123
1401526,489,123
1402015,494,121
1402509,491,122
1403000,486,123
1403486,487,123
1403973,489,123
1404462,490,122
1404952,481,125
1405433,486,123
1405919,487,123
1406406,482,124
1406888,481,125
1407369,480,125
1407849,484,124
1408333,477,126
1408810,479,125
1409289,479,125
1409768,480,125
1410248,478,126
1410726,472,127
1411198,474,127
1411672,474,127
1412146,478,126
1412624,472,127
1413096,469,128
1413565,469,128
1414034,475,126
1414509,470,128
1414979,467,128
1415446,471,127
1415917,470,128
1416387,470,128
1416857,467,128
1417324,473,127
1417797,468,128
1418265,467,128
1418732,466,129
1419198,473,127
1419671,469,128
1420140,467,128
1420607,467,128
1421074,467,128
1421541,467,128
1422008,474,127
1422482,470,128
1422952,472,127
1423424,467,128
1423891,471,127
1424362,473,127
1424835,466,129
1425301,468,128
1425769,470,128
1426239,471,127
1426710,473,127
1427183,472,127
1427655,481,125
1428136,481,125
1428617,477,126
1429094,483,124
1429577,488,123
1430065,489,123
1430554,482,124
1431036,485,124
1431521,490,122
1432011,488,123
1432499,495,121
1432994,490,122
1433484,483,124
1433967,982,61
1434949,489,123
1435438,483,124
1435921,486,123
1436407,487,123
1436894,489,123
1437383,485,124
1437868,495,121
1438363,489,123
1438852,489,123
1439341,503,119
1439844,486,123
1440330,493,122
1440823,493,122
1441316,497,121
1441813,495,121
1442308,489,123
1442797,500,120
1443297,493,122
1443790,497,121
1444287,492,122
1444779,494,121
1445273,492,122
1445765,497,121
1446262,486,123
1446748,487,123
1447235,494,121
1447729,484,124
1448213,488,123
1448701,489,123
1449190,480,125
1449670,482,124
1450152,486,123
1450638,488,123
1451126,474,127
1451600,479,125
1452079,484,124
1452563,474,127
1453037,479,125
1453516,479,125
1453995,478,126
1454473,480,125
1454953,480,125
1455433,484,124
1455917,483,124
1456400,487,123
1456887,490,122
1457377,490,122
1457867,490,122
1458357,498,120
1458855,494,121
1459349,498,120
1459847,488,123
1460335,499,120
1460834,491,122
1461325,491,122
1461816,495,121
1462311,485,124
1462796,485,124
1463281,492,122
1463773,486,123
1464259,493,122
1464752,495,121
1465247,505,119
1465752,503,119
1466255,513,117
1466768,515,117
1467283,519,116
1467802,519,116
1468321,521,115
1468842,519,116
1469361,523,115
1469884,519,116
1470403,521,115
1470924,521,115
1471445,525,114
1471970,521,115
1472491,519,116
1473010,528,114
1473538,517,116
1474055,511,117
1474566,516,116
1475082,512,117
1475594,507,118
1476101,502,120
1476603,505,119
1477108,500,120
1477608,496,121
1478104,495,121
1478599,498,120
1479097,495,121
1479592,494,121
1480086,498,120
1480584,491,122
1481075,497,121
1481572,497,121
1482069,494,121
1482563,493,122
1483056,491,122
1483547,491,122
1484038,495,121
1484533,489,123
1485022,487,123
1485509,489,123
1485998,484,124
1486482,480,125
1486962,484,124
1487446,487,123
1487933,480,125
1488413,482,124
1488895,481,125
1489376,486,123
1489862,481,125
1490343,484,124
1490827,483,124
1491310,481,125
1491791,479,125
1492270,481,125
1492751,480,125
1493231,477,126
1493708,478,126
1494186,477,126
1494663,476,126
1495139,478,126
1495617,476,126
1496093,474,127
1496567,475,126
1497042,479,125
1497521,476,126
1497997,475,126
1498472,475,126
1498947,470,128
1499417,472,127
1499889,474,127
1500363,472,127
1500835,470,128
1501305,473,127
1501778,466,129
1502244,467,128
1502711,467,128
1503178,463,130
1503641,465,129
1504106,464,129
1504570,463,130
1505033,462,130
1505495,466,129
1505961,465,129
1506426,465,129
1506891,465,129
1507356,467,128
1507823,468,128
1508291,464,129
1508755,471,127
1509226,466,129
1509692,461,130
1510153,462,130
1510615,466,129
1511081,460,130
1511541,462,130
1512003,460,130
1512463,458,131
1512921,466,129
1513387,463,130
1513850,461,130
1514311,463,130
1514774,463,130
1515237,472,127
1515709,468,128
1516177,467,128
1516644,468,128
1517112,472,127
1517584,472,127
1518056,463,130
1518519,464,129
1518983,472,127
1519455,469,128
1519924,460,130
1520384,466,129
1520850,473,127
1521323,470,128
1521793,461,130
1522254,467,128
1522721,471,127
1523192,466,129
1523658,468,128
1524126,465,129
1524591,466,129
1525057,467,128
1525524,463,130
1525987,472,127
1526459,467,128
1526926,462,130
1527388,460,130
1527848,463,130
1528311,465,129
1528776,461,130
1529237,463,130
1529700,468,128
1530168,464,129
1530632,460,130
1531092,461,130
1531553,464,129
1532017,463,130
1532480,455,132
1532935,460,130
1533395,457,131
1533852,463,130
1534315,455,132
1534770,459,131
1535229,454,132
1535683,455,132
1536138,455,132
1536593,453,132
1537046,454,132
1537500,455,132
1537955,457,131
1538412,456,132
1538868,457,131
1539325,459,131
1539784,459,131
1540243,462,130
1540705,458,131
1541163,462,130
1541625,461,130
1542086,461,130
1542547,457,131
1543004,462,130
1543466,462,130
1543928,455,132
1544383,462,130
1544845,456,132
1545301,461,130
1545762,457,131
1546219,449,134
1546668,452,133
1547120,456,132
1547576,453,132
1548029,451,133
1548480,453,132
1548933,458,131
1549391,456,132
1549847,452,133
1550299,455,132
1550754,452,133
1551206,454,132
1551660,453,132
1552113,450,133
1552563,450,133
1553013,455,132
1553468,451,133
1553919,447,134
1554366,449,134
1554815,450,133
1555265,446,135
1555711,449,134
1556160,449,134
1556609,451,133
1557060,447,134
1557507,452,133
1557959,453,132
1558412,451,133
1558863,451,133
1559314,454,132
1559768,451,133
1560219,447,134
1560666,452,133
1561118,448,134
1561566,448,134
1562014,452,133
1562466,452,133
1562918,447,134
1563365,450,133
1563815,450,133
1564265,446,135
1564711,446,135
1565157,447,134
1565604,443,135
1566047,445,135
1566492,446,135
1566938,440,136
1567378,449,134
1567827,436,138
1568263,1327,45
1569590,440,136
1570030,442,136
1570472,438,137
1570910,440,136
1571350,438,137
1571788,438,137
1572226,438,137
1572664,872,69
1573536,435,138
1573971,430,140
1574401,436,138
1574837,438,137
1575275,431,139
1575706,435,138
1576141,432,139
1576573,432,139
1577005,433,139
1577438,431,139
1577869,432,139
1578301,432,139
1578733,431,139
1579164,429,140
1579593,429,140
1580022,426,141
1580448,432,139
1580880,432,139
1581312,425,141
1581737,429,140
1582166,431,139
1582597,429,140
1583026,430,140
1583456,422,142
1583878,428,140
1584306,424,142
1584730,424,142
1585154,424,142
1585578,426,141
1586004,422,142
1586426,424,142
1586850,423,142
1587273,419,143
1587692,422,142
1588114,424,142
1588538,419,143
1588957,424,142
1589381,418,144
1589799,418,144
1590217,419,143
1590636,419,143
1591055,420,143
1591475,418,144
1591893,419,143
1592312,418,144
1592730,414,145
1593144,417,144
1593561,416,144
1593977,413,145
1594390,415,145
1594805,417,144
1595222,416,144
1595638,419,143
1596057,414,145
1596471,414,145
1596885,416,144
1597301,419,143
1597720,411,146
1598131,415,145
1598546,417,144
1598963,412,146
1599375,414,145
1599789,414,145
1600203,414,145
1600617,411,146
1601028,415,145
1601443,415,145
1601858,408,147
1602266,413,145
1602679,416,144
1603095,409,147
1603504,409,147
1603913,413,145
1604326,412,146
1604738,410,146
1605148,413,145
1605561,415,145
1605976,407,147
1606383,411,146
1606794,416,144
1607210,408,147
1607618,409,147
1608027,417,144
1608444,412,146
1608856,410,146
1609266,412,146
1609678,421,143
1610099,407,147
1610506,412,146
1610918,413,145
1611331,412,146
1611743,414,145
1612157,414,145
1612571,413,145
1612984,414,145
1613398,415,145
1613813,412,146
1614225,414,145
1614639,408,147
1615047,416,144
1615463,412,146
1615875,412,146
1616287,414,145
1616701,413,145
1617114,417,144
1617531,413,145
1617944,413,145
1618357,417,144
1618774,415,145
1619189,414,145
1619603,414,145
1620017,413,145
1620430,416,144
1620846,413,145
1621259,413,145
1621672,415,145
1622087,415,145
1622502,414,145
1622916,413,145
1623329,409,147
1623738,410,146
1624148,412,146
1624560,406,148
1624966,825,73
1625791,411,146
1626202,412,146
1626614,411,146
1627025,412,146
1627437,419,143
1627856,413,145
1628269,411,146
1628680,418,144
1629098,413,145
1629511,406,148
1629917,410,146
1630327,414,145
1630741,409,147
1631150,412,146
1631562,414,145
1631976,412,146
1632388,406,148
1632794,413,145
1633207,410,146
1633617,410,146
1634027,406,148
1634433,411,146
1634844,416,144
1635260,412,146
1635672,408,147
1636080,405,148
1636485,408,147
1636893,409,147
1637302,408,147
1637710,407,147
1638117,412,146
1638529,409,147
1638938,412,146
1639350,412,146
1639762,412,146
1640174,409,147
1640583,409,147
1640992,415,145
1641407,413,145
1641820,408,147
1642228,414,145
1642642,417,144
1643059,413,145
1643472,410,146
1643882,412,146
1644294,413,145
1644707,414,145
1645121,411,146
1645532,412,146
1645944,414,145
1646358,417,144
1646775,413,145
1647188,411,146
1647599,413,145
1648012,417,144
1648429,414,145
1648843,412,146
1649255,416,144
1649671,418,144
1650089,412,146
1650501,415,145
1650916,421,143
1651337,415,145
1651752,413,145
1652165,417,144
1652582,419,143
1653001,418,144
1653419,414,145
1653833,418,144
1654251,418,144
1654669,422,142
1655091,421,143
1655512,422,142
1655934,419,143
1656353,420,143
1656773,422,142
1657195,425,141
1657620,420,143
1658040,420,143
1658460,427,141
1658887,427,141
1659314,420,143
1659734,425,141
1660159,430,140
1660589,426,141
1661015,428,140
1661443,431,139
1661874,438,137
1662312,434,138
1662746,435,138
1663181,435,138
1663616,438,137
1664054,445,135
1664499,444,135
1664943,438,137
1665381,443,135
1665824,443,135
1666267,444,135
1666711,441,136
1667152,443,135
1667595,447,134
1668042,446,135
1668488,442,136
1668930,447,134
1669377,458,131
1669835,452,133
1670287,456,132
1670743,471,127
1671214,456,132
1671670,477,126
1672147,472,127
1672619,466,129
1673085,467,128
1673552,477,126
1674029,478,126
1674507,466,129
1674973,484,124
1675457,470,128
1675927,474,127
1676401,476,126
1676877,472,127
1677349,464,129
1677813,473,127
1678286,465,129
1678751,463,130
1679214,469,128
1679683,465,129
1680148,461,130
1680609,465,129
1681074,469,128
1681543,465,129
1682008,468,128
1682476,467,128
1682943,467,128
1683410,472,127
1683882,468,128
1684350,463,130
1684813,471,127
1685284,461,130
1685745,463,130
1686208,461,130
1686669,460,130
1687129,461,130
1687590,456,132
1688046,458,131
1688504,462,130
1688966,453,132
1689419,456,132
1689875,461,130
1690336,448,134
1690784,455,132
1691239,455,132
1691694,455,132
1692149,456,132
1692605,457,131
1693062,453,132
1693515,452,133
1693967,457,131
1694424,455,132
1694879,456,132
1695335,460,130
1695795,458,131
1696253,458,131
1696711,460,130
1697171,454,132
1697625,454,132
1698079,454,132
1698533,456,132
1698989,454,132
1699443,457,131
1699900,459,131
1700359,455,132
1700814,457,131
1701271,466,129
1701737,465,129
1702202,467,128
1702669,470,128
1703139,471,127
1703610,471,127
1704081,475,126
1704556,473,127
1705029,469,128
1705498,471,127
1705969,474,127
1706443,474,127
1706917,478,126
1707395,474,127
1707869,473,127
1708342,465,129
1708807,476,126
1709283,466,129
1709749,458,131
1710207,460,130
1710667,463,130
1711130,457,131
1711587,461,130
1712048,466,129
1712514,474,127
1712988,482,124
1713470,484,124
1713954,491,122
1714445,492,122
1714937,492,122
1715429,487,123
1715916,490,122
1716406,488,123
1716894,477,126
1717371,480,125
1717851,482,124
1718333,480,125
1718813,479,125
1719292,474,127
1719766,478,126
1720244,478,126
1720722,479,125
1721201,479,125
1721680,479,125
1722159,485,124
1722644,484,124
1723128,484,124
1723612,488,123
1724100,493,122
1724593,486,123
1725079,488,123
1725567,493,122
1726060,505,119
1726565,507,118
1727072,489,123
1727561,500,120
1728061,505,119
1728566,492,122
1729058,481,125
1729539,498,120
1730037,493,122
1730530,502,120
1731032,506,119
1731538,512,117
1732050,504,119
1732554,520,115
1733074,512,117
1733586,510,118
1734096,523,115
1734619,521,115
1735140,521,115
1735661,519,116
1736180,512,117
1736692,517,116
1737209,514,117
1737723,511,117
1738234,512,117
1738746,508,118
1739254,509,118
1739763,505,119
1740268,507,118
1740775,512,117
1741287,505,119
1741792,493,122
1742285,500,120
1742785,496,121
1743281,488,123
1743769,489,123
1744258,488,123
1744746,492,122
1745238,494,121
1745732,498,120
1746230,492,122
1746722,488,123
1747210,495,121
1747705,491,122
1748196,495,121
1748691,494,121
1749185,496,121
1749681,493,122
1750174,498,120
1750672,495,121
1751167,488,123
1751655,492,122
1752147,485,124
1752632,485,124
1753117,483,124
1753600,488,123
1754088,487,123
1754575,960,62
1755535,486,123
1756021,477,126
1756498,481,125
1756979,480,125
1757459,481,125
1757940,484,124
1758424,485,124
1758909,489,123
1759398,490,122
1759888,490,122
1760378,488,123
1760866,487,123
1761353,496,121
1761849,487,123
1762336,483,124
1762819,485,124
1763304,485,124
1763789,473,127
1764262,473,127
1764735,479,125
1765214,476,126
1765690,473,127
1766163,471,127
1766634,475,126
1767109,470,128
1767579,474,127
1768053,475,126
1768528,482,124
1769010,471,127
1769481,478,126
1769959,476,126
1770435,478,126
1770913,475,126
1771388,477,126
1771865,483,124
1772348,472,127
1772820,471,127
1773291,473,127
1773764,480,125
1774244,472,127
1774716,475,126
1775191,478,126
1775669,472,127
1776141,475,126
1776616,477,126
1777093,483,124
1777576,481,125
1778057,482,124
1778539,485,124
1779024,490,122
1779514,486,123
1780000,484,124
1780484,487,123
1780971,489,123
1781460,490,122
1781950,484,124
1782434,486,123
1782920,486,123
1783406,479,125
1783885,493,122
1784378,479,125
1784857,486,123
1785343,488,123
1785831,488,123
1786319,492,122
1786811,496,121
1787307,498,120
1787805,501,120
1788306,500,120
1788806,501,120
1789307,501,120
1789808,502,120
1790310,506,119
1790816,495,121
1791311,493,122
1791804,503,119
1792307,491,122
1792798,485,124
1793283,483,124
1793766,486,123
1794252,481,125
1794733,473,127
1795206,475,126
1795681,477,126
1796158,469,128
1796627,471,127
1797098,475,126
1797573,476,126
1798049,476,126
1798525,479,125
1799004,480,125
1799484,489,123
1799973,480,125
1800453,482,124
1800935,485,124
1801420,481,125
1801901,482,124
1802383,492,122
1802875,488,123
1803363,480,125
1803843,490,122
1804333,490,122
1804823,493,122
1805316,495,121
1805811,494,121
1806305,493,122
1806798,482,124
1807280,489,123
1807769,492,122
1808261,490,122
1808751,485,124
1809236,482,124
1809718,484,124
1810202,485,124
1810687,488,123
1811175,480,125
1811655,484,124
1812139,487,123
1812626,490,122
1813116,491,122
1813607,496,121
1814103,487,123
1814590,489,123
1815079,495,121
1815574,490,122
1816064,493,122
1816557,487,123
1817044,482,124
1817526,497,121
1818023,486,123
1818509,492,122
1819001,491,122
1819492,492,122
1819984,488,123
1820472,488,123
1820960,484,124
1821444,485,124
1821929,484,124
1822413,482,124
1822895,478,126
1823373,484,124
1823857,482,124
1824339,477,126
1824816,476,126
1825292,472,127
1825764,471,127
1826235,474,127
1826709,464,129
1827173,516,116
1827689,416,144
1828105,462,130
1828567,467,128
1829034,458,131
1829492,462,130
1829954,460,130
1830414,460,130
1830874,454,132
1831328,457,131
1831785,451,133
1832236,453,132
1832689,454,132
1833143,901,67
1834044,449,134
1834493,446,135
1834939,445,135
1835384,448,134
1835832,445,135
1836277,445,135
1836722,444,135
1837166,444,135
1837610,444,135
1838054,445,135
1838499,447,134
1838946,443,135
1839389,443,135
1839832,445,135
1840277,443,135
1840720,443,135
1841163,440,136
1841603,442,136
1842045,442,136
1842487,438,137
1842925,438,137
1843363,439,137
1843802,438,137
1844240,438,137
1844678,438,137
1845116,436,138
1845552,429,140
1845981,442,136
1846423,438,137
1846861,432,139
1847293,867,69
1848160,435,138
1848595,433,139
1849028,431,139
1849459,433,139
1849892,436,138
1850328,435,138
1850763,432,139
1851195,438,137
1851633,437,137
1852070,434,138
1852504,428,140
1852932,433,139
1853365,431,139
1853796,431,139
1854227,431,139
1854658,428,140
1855086,429,140
1855515,433,139
1855948,430,140
1856378,430,140
1856808,426,141
1857234,427,141
1857661,423,142
1858084,429,140
1858513,428,140
1858941,427,141
1859368,426,141
1859794,423,142
1860217,427,141
1860644,427,141
1861071,421,143
1861492,431,139
1861923,425,141
1862348,422,142
1862770,425,141
1863195,425,141
1863620,418,144
1864038,429,140
1864467,416,144
1864883,420,143
1865303,421,143
1865724,837,72
1866561,421,143
1866982,420,143
1867402,416,144
1867818,415,145
1868233,417,144
1868650,418,144
1869068,423,142
1869491,415,145
1869906,417,144
1870323,417,144
1870740,420,143
1871160,415,145
1871575,413,145
1871988,418,144
1872406,417,144
1872823,412,146
1873235,411,146
1873646,412,146
1874058,417,144
1874475,411,146
1874886,411,146
1875297,413,145
1875710,416,144
1876126,412,146
1876538,410,146
1876948,409,147
1877357,414,145
1877771,408,147
1878179,410,146
1878589,411,146
1879000,409,147
1879409,403,149
1879812,409,147
1880221,408,147
1880629,404,149
1881033,407,147
1881440,407,147
1881847,404,149
1882251,407,147
1882658,408,147
1883066,406,148
1883472,405,148
1883877,405,148
1884282,406,148
1884688,403,149
1885091,408,147
1885499,399,150
1885898,404,149
1886302,406,148
1886708,403,149
1887111,405,148
1887516,406,148
1887922,400,150
1888322,400,150
1888722,408,147
1889130,400,150
1889530,807,74
1890337,403,149
1890740,406,148
1891146,402,149
1891548,814,74
1892362,401,150
1892763,405,148
1893168,408,147
1893576,407,147
1893983,406,148
1894389,404,149
1894793,407,147
1895200,407,147
1895607,404,149
1896011,403,149
1896414,407,147
1896821,808,74
1897629,409,147
1898038,404,149
1898442,404,149
1898846,407,147
1899253,406,148
1899659,409,147
1900068,406,148
1900474,407,147
1900881,406,148
1901287,409,147
1901696,411,146
1902107,408,147
1902515,408,147
1902923,412,146
1903335,411,146
1903746,407,147
1904153,406,148
1904559,409,147
1904968,410,146
1905378,411,146
1905789,403,149
1906192,407,147
1906599,410,146
1907009,405,148
1907414,404,149
1907818,404,149
1908222,408,147
1908630,406,148
1909036,405,148
1909441,405,148
1909846,400,150
1910246,406,148
1910652,400,150
1911052,404,149
1911456,401,150
1911857,399,150
1912256,399,150
1912655,399,150
1913054,399,150
1913453,399,150
1913852,403,149
1914255,397,151
1914652,402,149
1915054,399,150
1915453,400,150
1915853,405,148
1916258,399,150
1916657,397,151
1917054,402,149
1917456,400,150
1917856,398,151
1918254,399,150
1918653,402,149
1919055,397,151
1919452,402,149
1919854,399,150
1920253,396,152
1920649,400,150
1921049,402,149
1921451,396,152
1921847,401,150
1922248,1194,50
1923442,401,150
1923843,399,150
1924242,399,150
1924641,397,151
1925038,398,151
1925436,401,150
1925837,402,149
1926239,402,149
1926641,402,149
1927043,407,147
1927450,403,149
1927853,410,146
1928263,402,149
1928665,405,148
1929070,406,148
1929476,409,147
1929885,407,147
1930292,404,149
1930696,411,146
1931107,411,146
1931518,400,150
1931918,406,148
1932324,409,147
1932733,406,148
1933139,402,149
1933541,403,149
1933944,405,148
1934349,403,149
1934752,404,149
1935156,401,150
1935557,402,149
1935959,406,148
1936365,404,149
1936769,402,149
1937171,399,150
1937570,409,147
1937979,400,150
1938379,401,150
1938780,406,148
1939186,404,149
1939590,399,150
1939989,406,148
1940395,398,151
1940793,407,147
1941200,404,149
1941604,405,148
1942009,802,75
1942811,407,147
1943218,402,149
1943620,404,149
1944024,402,149
1944426,404,149
1944830,405,148
1945235,407,147
1945642,407,147
1946049,406,148
1946455,410,146
1946865,410,146
1947275,409,147
1947684,410,146
1948094,414,145
1948508,410,146
1948918,409,147
1949327,408,147
1949735,414,145
1950149,413,145
1950562,407,147
1950969,409,147
1951378,408,147
1951786,412,146
1952198,411,146
1952609,406,148
1953015,411,146
1953426,412,146
1953838,407,147
1954245,409,147
1954654,410,146
1955064,414,145
1955478,414,145
1955892,409,147
1956301,403,149
1956704,410,146
1957114,416,144
1957530,412,146
1957942,408,147
1958350,411,146
1958761,411,146
1959172,408,147
1959580,410,146
1959990,411,146
1960401,410,146
1960811,410,146
1961221,407,147
1961628,412,146
1962040,406,148
1962446,414,145
1962860,409,147
1963269,406,148
1963675,410,146
1964085,416,144
1964501,411,146
1964912,408,147
1965320,411,146
1965731,414,145
1966145,418,144
1966563,411,146
1966974,411,146
1967385,416,144
1967801,416,144
1968217,417,144
1968634,415,145
1969049,421,143
1969470,423,142
1969893,424,142
1970317,431,139
1970748,429,140
1971177,434,138
1971611,436,138
1972047,431,139
1972478,438,137
1972916,451,133
1973367,439,137
1973806,440,136
1974246,451,133
1974697,442,136
1975139,445,135
1975584,445,135
1976029,448,134
1976477,445,135
1976922,443,135
1977365,455,132
1977820,452,133
1978272,445,135
1978717,454,132
1979171,454,132
1979625,449,134
1980074,456,132
1980530,465,129
1980995,453,132
1981448,454,132
1981902,459,131
1982361,468,128
1982829,457,131
1983286,465,129
1983751,457,131
1984208,470,128
1984678,466,129
1985144,463,130
1985607,460,130
1986067,473,127
1986540,476,126
1987016,470,128
1987486,474,127
1987960,479,125
1988439,478,126
1988917,475,126
1989392,479,125
1989871,481,125
1990352,484,124
1990836,486,123
1991322,492,122
1991814,487,123
1992301,484,124
1992785,485,124
1993270,486,123
1993756,477,126
1994233,490,122
1994723,488,123
1995211,481,125
1995692,488,123
1996180,489,123
1996669,481,125
1997150,485,124
1997635,485,124
1998120,479,125
1998599,492,122
1999091,489,123
1999580,488,123
2000068,494,121
2000562,489,123
2001051,485,124
2001536,483,124
2002019,487,123
2002506,475,126
2002981,481,125
2003462,482,124
2003944,481,125
2004425,483,124
2004908,489,123
2005397,488,123
2005885,484,124
2006369,480,125
2006849,487,123
2007336,475,126
2007811,480,125
2008291,486,123
2008777,483,124
2009260,483,124
2009743,478,126
2010221,492,122
2010713,479,125
2011192,485,124
2011677,488,123
2012165,487,123
2012652,481,125
2013133,487,123
2013620,481,125
2014101,481,125
2014582,479,125
2015061,479,125
2015540,480,125
2016020,479,125
2016499,475,126
2016974,479,125
2017453,479,125
2017932,477,126
2018409,477,126
2018886,475,126
2019361,486,123
2019847,483,124
2020330,487,123
2020817,486,123
2021303,489,123
2021792,491,122
2022283,488,123
2022771,490,122
2023261,501,120
2023762,484,124
2024246,490,122
2024736,491,122
2025227,488,123
2025715,484,124
2026199,475,126
2026674,489,123
2027163,479,125
2027642,482,124
2028124,481,125
2028605,480,125
2029085,485,124
2029570,479,125
2030049,480,125
2030529,476,126
2031005,949,63
2031954,471,127
2032425,473,127
2032898,466,129
2033364,467,128
2033831,470,128
2034301,469,128
2034770,463,130
2035233,464,129
2035697,458,131
2036155,457,131
2036612,458,131
2037070,458,131
2037528,454,132
2037982,455,132
2038437,450,133
2038887,451,133
2039338,455,132
2039793,453,132
2040246,453,132
2040699,451,133
2041150,452,133
2041602,452,133
2042054,454,132
2042508,451,133
2042959,452,133
2043411,452,133
2043863,447,134
2044310,452,133
2044762,449,134
2045211,444,135
2045655,449,134
2046104,449,134
2046553,446,135
2046999,448,134
2047447,441,136
2047888,449,134
2048337,449,134
2048786,450,133
2049235,441,136
2049677,451,133
2050128,777,77
2050905,559,107
2051464,448,134
2051911,444,135
2052356,444,135
2052800,449,134
2053248,448,134
2053697,445,135
2054141,446,135
2054588,447,134
2055034,448,134
2055483,447,134
2055929,446,135
2056376,444,135
2056820,449,134
2057268,447,134
2057716,446,135
2058161,443,135
2058605,438,137
2059043,443,135
2059485,451,133
2059937,440,136
2060377,441,136
2060818,440,136
2061257,439,137
2061697,438,137
2062135,439,137
2062574,441,136
2063014,439,137
2063454,435,138
2063889,438,137
2064327,879,68
2065206,431,139
2065637,436,138
2066072,429,140
2066502,432,139
2066934,437,137
2067371,430,140
2067801,430,140
2068231,433,139
2068664,434,138
2069098,432,139
2069530,436,138
2069966,424,142
2070389,434,138
2070824,433,139
2071257,432,139
2071688,430,140
2072119,433,139
2072552,429,140
2072981,428,140
2073409,436,138
2073844,427,141
2074272,435,138
2074706,430,140
2075137,426,141
2075563,431,139
2075994,430,140
2076424,427,141
2076851,435,138
2077286,428,140
2077714,426,141
2078139,432,139
2078572,422,142
2078994,424,142
2079418,424,142
2079842,422,142
2080264,421,143
2080685,425,141
2081110,422,142
2081532,421,143
2081953,423,142
2082376,425,141
2082801,421,143
2083222,426,141
2083648,425,141
2084072,423,142
2084496,423,142
2084918,429,140
2085348,423,142
2085771,429,140
2086199,430,140
2086630,429,140
2087059,427,141
2087485,433,139
2087918,430,140
2088349,427,141
2088775,435,138
2089210,431,139
2089641,430,140
2090072,433,139
2090505,432,139
2090937,432,139
2091369,436,138
2091804,430,140
2092235,433,139
2092668,433,139
2093101,433,139
2093534,435,138
2093969,433,139
2094402,432,139
2094833,439,137
2095273,429,140
2095702,434,138
2096136,432,139
2096568,439,137
2097007,434,138
2097441,436,138
2097877,421,143
2098298,455,132
2098753,434,138
2099187,430,140
2099617,444,135
2100061,435,138
2100496,437,137
2100933,434,138
2101367,435,138
2101802,435,138
2102237,435,138
2102672,436,138
2103108,430,140
2103538,432,139
2103970,430,140
2104400,429,140
2104829,431,139
2105260,434,138
2105694,429,140
2106123,435,138
2106558,431,139
2106989,433,139
2107422,437,137
2107859,433,139
2108292,433,139
2108725,437,137
2109162,442,136
2109604,442,136
2110046,436,138
2110482,443,135
2110925,445,135
2111370,439,137
2111809,438,137
2112247,438,137
2112685,441,136
2113126,443,135
2113569,436,138
2114005,438,137
2114443,441,136
2114884,440,136
2115324,435,138
2115759,438,137
2116197,440,136
2116637,440,136
2117077,435,138
2117512,441,136
2117953,444,135
2118397,438,137
2118835,436,138
2119271,443,135
2119714,439,137
2120153,436,138
2120589,438,137
