Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-27T15:08:58.529;151;0,6
2026-03-27T15:08:59.048;151;0,8
2026-03-27T15:08:59.991;151;0,8
2026-03-27T15:09:00.928;150;0,9
2026-03-27T15:09:01.890;150;0,9
2026-03-27T15:09:02.886;150;0,9
2026-03-27T15:09:03.847;150;0,9
2026-03-27T15:09:04.822;150;0,9
2026-03-27T15:09:05.784;150;0,9
2026-03-27T15:09:06.692;149;0,9
2026-03-27T15:09:07.692;149;1,0
2026-03-27T15:09:09.138;149;1,0
2026-03-27T15:09:10.085;149;1,0
2026-03-27T15:09:11.048;149;0,8
2026-03-27T15:09:12.009;148;0,8
2026-03-27T15:09:12.965;148;0,8
2026-03-27T15:09:13.926;147;0,8
2026-03-27T15:09:15.847;147;1,0
2026-03-27T15:09:16.335;146;1,0
2026-03-27T15:09:16.769;145;1,4
2026-03-27T15:09:17.776;144;1,6
2026-03-27T15:09:19.689;144;1,6
2026-03-27T15:09:20.130;143;1,6
2026-03-27T15:09:21.606;141;2,0
