Phone timestamp;RR-interval [ms]
2026-03-27T15:08:58.529;394
2026-03-27T15:08:58.923;400
2026-03-27T15:08:59.323;398
2026-03-27T15:08:59.721;396
2026-03-27T15:09:00.117;398
2026-03-27T15:09:00.515;400
2026-03-27T15:09:00.915;396
2026-03-27T15:09:01.311;403
2026-03-27T15:09:01.714;402
2026-03-27T15:09:02.116;398
2026-03-27T15:09:02.514;399
2026-03-27T15:09:02.913;400
2026-03-27T15:09:03.313;401
2026-03-27T15:09:03.714;399
2026-03-27T15:09:04.113;400
2026-03-27T15:09:04.513;402
2026-03-27T15:09:04.915;803
2026-03-27T15:09:05.718;404
2026-03-27T15:09:06.122;401
2026-03-27T15:09:06.523;401
2026-03-27T15:09:06.924;400
2026-03-27T15:09:07.324;404
2026-03-27T15:09:07.728;401
2026-03-27T15:09:08.129;403
2026-03-27T15:09:08.532;407
2026-03-27T15:09:08.939;399
2026-03-27T15:09:09.338;404
2026-03-27T15:09:09.742;405
2026-03-27T15:09:10.147;399
2026-03-27T15:09:10.546;405
2026-03-27T15:09:10.951;406
2026-03-27T15:09:11.357;402
2026-03-27T15:09:11.759;407
2026-03-27T15:09:12.166;403
2026-03-27T15:09:12.569;411
2026-03-27T15:09:12.980;408
2026-03-27T15:09:13.388;404
2026-03-27T15:09:13.792;413
2026-03-27T15:09:14.205;410
2026-03-27T15:09:14.615;409
2026-03-27T15:09:15.024;412
2026-03-27T15:09:15.436;412
2026-03-27T15:09:15.848;409
2026-03-27T15:09:16.257;421
2026-03-27T15:09:16.678;412
2026-03-27T15:09:17.090;415
2026-03-27T15:09:17.505;419
2026-03-27T15:09:17.924;419
2026-03-27T15:09:18.343;416
2026-03-27T15:09:18.759;420
2026-03-27T15:09:19.179;422
2026-03-27T15:09:19.601;418
2026-03-27T15:09:20.019;422
2026-03-27T15:09:20.441;427
2026-03-27T15:09:20.868;432
2026-03-27T15:09:21.300;432
2026-03-27T15:09:21.732;435
2026-03-27T15:09:22.167;443
